season,studio,gross
Q3 2002,IMAX,1760432.0
Q3 2002,Kino International,853796.0
Q3 2002,Magic Lamp,119664.0
Q3 2002,Media Partners,136700.0
Q3 2002,Menemsha Films,836122.0
Q3 2002,Metro-Goldwyn-Mayer (MGM),116404089.0
Q3 2002,Milestone,140872.0
Q3 2002,Miramax,18037611.0
Q3 2002,National Amusements,54965.0
Q3 2002,New Line Cinema,222996565.0
Q3 2002,New Yorker Films,222977.0
Q3 2002,Northern Arts Entertainment,6237.0
Q3 2002,Outrider Pictures,11250.0
Q3 2002,Paramount Classics,4476832.0
Q3 2002,Paramount Pictures,89590137.0
Q3 2002,Revolution Studios,196534582.0
Q3 2002,Roxie Releasing,94874.0
Q3 2002,Screen Gems,18926.0
Q3 2002,Seventh Art Releasing,17788.0
Q3 2002,Sony Pictures Classics,19433638.0
Q3 2002,Sony Pictures Releasing,269159945.0
Q3 2002,Strand Releasing,115470.0
Q3 2002,THINKFilm,1048950.0
Q3 2002,Tartan,6073.0
Q3 2002,Twentieth Century Fox,260004117.0
Q3 2002,Universal Pictures,40390647.0
Q3 2002,Vitagraph Films,77873.0
Q3 2002,Walt Disney Studios Motion Pictures,538473533.0
Q3 2002,Warner Bros.,109388393.0
Q3 2002,Zeitgeist Films,231879.0
Q3 2003,120 Degree Films,56127.0
Q3 2003,ADV Films,77567.0
Q3 2003,Alliance Atlantis Vivafilm,56146.0
Q3 2003,Arab Film Distribution,10604.0
Q3 2003,Artisan Entertainment,3753449.0
Q3 2003,Artistic License,491316.0
Q3 2003,Avatar Films,75080.0
Q3 2003,Christal Films,32686.0
Q3 2003,Cowboy Pictures,1465428.0
Q3 2003,Dimension Films,213159016.0
Q3 2003,DreamWorks Distribution,80243760.0
Q3 2003,Empire Pictures Inc.,544456.0
Q3 2003,Eros International,357179.0
Q3 2003,Excel Entertainment,814666.0
Q3 2003,Fine Line Features,5918942.0
Q3 2003,First Look International,77551.0
Q3 2003,First Run,626642.0
Q3 2003,Five Sisters Productions,505675.0
Q3 2003,Focus Features,52942428.0
Q3 2003,Fox Searchlight Pictures,45553789.0
Q3 2003,IDP Distribution,2624601.0
Q3 2003,IFC Films,2096572.0
Q3 2003,Innovation Film Group (IFG),1269196.0
Q3 2003,Kino International,853796.0
Q3 2003,Lang Films,164520.0
Q3 2003,Leisure Time Features,13031.0
Q3 2003,Lionsgate,25574216.0
Q3 2003,MAC Releasing,56832.0
Q3 2003,Magnolia Pictures,37962.0
Q3 2003,Menemsha Films,709718.0
Q3 2003,Metro-Goldwyn-Mayer (MGM),208005121.0
Q3 2003,Miramax,23018098.0
Q3 2003,Music Masala Films,85739.0
Q3 2003,New Line Cinema,124693594.0
Q3 2003,New Yorker Films,942633.0
Q3 2003,Odeon,10873974.0
Q3 2003,Outrider Pictures,2000.0
Q3 2003,Palm Pictures,844648.0
Q3 2003,Paramount Classics,6317925.0
Q3 2003,Paramount Pictures,120298430.0
Q3 2003,R.S. Entertainment,3779.0
Q3 2003,Revolution Studios,148158228.0
Q3 2003,Rialto Pictures,117872.0
Q3 2003,Screen Gems,51970690.0
Q3 2003,Sony Pictures Classics,22446703.0
Q3 2003,Sony Pictures Releasing,376859680.0
Q3 2003,Strand Releasing,1400053.0
Q3 2003,Sundance Film Series,196735.0
Q3 2003,THINKFilm,4097901.0
Q3 2003,TLA Releasing,156443.0
Q3 2003,The Cinema Guild,86639.0
Q3 2003,Twentieth Century Fox,74112233.0
Q3 2003,United Artists,35667218.0
Q3 2003,Universal Pictures,300651676.0
Q3 2003,Vitagraph Films,1209318.0
Q3 2003,Walt Disney Studios Motion Pictures,909144008.0
Q3 2003,Warner Bros.,192388452.0
Q3 2003,Wellspring Media,199555.0
Q3 2004,Abramorama,34574.0
Q3 2004,Alliance Atlantis Vivafilm,3894585.0
Q3 2004,Arenas Entertainment,1117864.0
Q3 2004,ArtMattan Productions,479.0
Q3 2004,Christal Films,54361.0
Q3 2004,Cinema Libre Studio,493053.0
Q3 2004,Dada Films,5348.0
Q3 2004,Dimension Films,111761982.0
Q3 2004,DreamWorks Distribution,186250420.0
Q3 2004,Empire Pictures Inc.,272225.0
Q3 2004,Eros International,356413.0
Q3 2004,Excel Entertainment,1165065.0
Q3 2004,First Look International,90953.0
Q3 2004,First Run,107693.0
Q3 2004,Five Sisters Productions,505675.0
Q3 2004,Focus Features,78844902.0
Q3 2004,Fox Searchlight Pictures,32538337.0
Q3 2004,IDP Distribution,2073566.0
Q3 2004,IFC Films,159429.0
Q3 2004,IMAX,1760432.0
Q3 2004,Icarus Films,30380.0
Q3 2004,Illuminare Entertainment,14189.0
Q3 2004,Indican Pictures,128486.0
Q3 2004,Innovation Film Group (IFG),1234167.0
Q3 2004,Kino International,1443.0
Q3 2004,Lionsgate,42585158.0
Q3 2004,Metro-Goldwyn-Mayer (MGM),22437647.0
Q3 2004,Miramax,54572913.0
Q3 2004,New Line Cinema,31835524.0
Q3 2004,New Yorker Films,646951.0
Q3 2004,Newmarket Films,31651.0
Q3 2004,Northern Arts Entertainment,95154.0
Q3 2004,Odeon,10585239.0
Q3 2004,Palm Pictures,386141.0
Q3 2004,Paramount Classics,2714540.0
Q3 2004,Paramount Pictures,170613447.0
Q3 2004,Plexifilm,3604.0
Q3 2004,RBC Radio,220131.0
Q3 2004,Regent Releasing,43903.0
Q3 2004,Revolution Studios,87832177.0
Q3 2004,Rialto Pictures,117872.0
Q3 2004,Rogue Pictures,13542874.0
Q3 2004,Screen Gems,135411066.0
Q3 2004,Shadow Distribution,179014.0
Q3 2004,Sony Pictures Classics,4160749.0
Q3 2004,Strand Releasing,1371557.0
Q3 2004,THINKFilm,6176806.0
Q3 2004,TLA Releasing,3803.0
Q3 2004,Tartan,177485.0
Q3 2004,The Cinema Guild,67258.0
Q3 2004,Triumph Releasing Corporation,9219388.0
Q3 2004,Twentieth Century Fox,249780945.0
Q3 2004,UTV Motion Pictures,91968.0
Q3 2004,United Artists,49664800.0
Q3 2004,Universal Pictures,200123991.0
Q3 2004,Vitagraph Films,325680.0
Q3 2004,Walt Disney Studios Motion Pictures,743002109.0
Q3 2004,Warner Bros.,153228408.0
Q3 2004,Warner Independent Pictures (WIP),9820768.0
Q3 2004,Wellspring Media,1134440.0
Q3 2004,Zeitgeist Films,41495.0
Q3 2005,Arab Film Distribution,1338.0
Q3 2005,ArtMattan Productions,2494.0
Q3 2005,Artistic License,7441.0
Q3 2005,Cinema Libre Studio,74761.0
Q3 2005,Cineville,1967.0
Q3 2005,Dimension Films,37916267.0
Q3 2005,Dinsdale Releasing,10289.0
Q3 2005,DreamWorks Distribution,142656690.0
Q3 2005,Echo Bridge Entertainment,45000.0
Q3 2005,Empire Pictures Inc.,762690.0
Q3 2005,Eros International,856319.0
Q3 2005,Excel Entertainment,1165065.0
Q3 2005,Fabrication Films,16848.0
Q3 2005,Fader Films,34933.0
Q3 2005,Film Movement,34835.0
Q3 2005,First Look International,36099.0
Q3 2005,First Run,148441.0
Q3 2005,Five Sisters Productions,505675.0
Q3 2005,Focus Features,64106144.0
Q3 2005,Fox Searchlight Pictures,45052534.0
Q3 2005,Freestyle Releasing,346830.0
Q3 2005,Hummingbird Pictures,2216.0
Q3 2005,IDP Distribution,795189.0
Q3 2005,IFC Films,357365.0
Q3 2005,IMAX,35897410.0
Q3 2005,Icarus Films,20563.0
Q3 2005,Indican Pictures,228122.0
Q3 2005,International Film Circuit,200936.0
Q3 2005,Kino International,41468.0
Q3 2005,Lionsgate,46799231.0
Q3 2005,Magnolia Pictures,107911.0
Q3 2005,Miramax,24445032.0
Q3 2005,New Line Cinema,240760554.0
Q3 2005,New Yorker Films,6797.0
Q3 2005,Newmarket Films,52597.0
Q3 2005,Palm Pictures,315679.0
Q3 2005,Paramount Classics,22578212.0
Q3 2005,Paramount Pictures,165532057.0
Q3 2005,RBC Radio,220131.0
Q3 2005,Rainbow Releasing,31908.0
Q3 2005,Regent Releasing,223724.0
Q3 2005,Rogue Arts,2841.0
Q3 2005,Rumur Releasing,8018.0
Q3 2005,Screen Gems,90080445.0
Q3 2005,Shadow Distribution,78716.0
Q3 2005,Slowhand Cinema Releasing,181041.0
Q3 2005,Sony Pictures Classics,35822617.0
Q3 2005,Sony Pictures Home Entertainment,5729.0
Q3 2005,Sony Pictures Releasing,75398455.0
Q3 2005,Strand Releasing,158578.0
Q3 2005,THINKFilm,7908615.0
Q3 2005,Tartan,101009.0
Q3 2005,Televisa Cine,155874.0
Q3 2005,The Cinema Guild,82714.0
Q3 2005,Twentieth Century Fox,217787317.0
Q3 2005,UTV Motion Pictures,327615.0
Q3 2005,Universal Pictures,182871469.0
Q3 2005,Vitagraph Films,415080.0
Q3 2005,Viz Media,34424.0
Q3 2005,Walt Disney Studios Motion Pictures,213942965.0
Q3 2005,Warner Bros.,385883728.0
Q3 2005,Warner Independent Pictures (WIP),1712337.0
Q3 2005,Wellspring Media,761036.0
Q3 2005,Zeitgeist Films,60623.0
Q3 2006,Adlabs Films,55418.0
Q3 2006,Alliance Atlantis Vivafilm,12875199.0
Q3 2006,Arab Film Distribution,1169.0
Q3 2006,Cinema Libre Studio,87400.0
Q3 2006,City Lights Pictures,18239.0
Q3 2006,Cyan Pictures,425218.0
Q3 2006,Dragon Dynasty,12044087.0
Q3 2006,DreamWorks,11614790.0
Q3 2006,Echo Bridge Entertainment,322959.0
Q3 2006,Emerging Pictures,97848.0
Q3 2006,Eros International,3715505.0
Q3 2006,Fabrication Films,379418.0
Q3 2006,Film Movement,1365.0
Q3 2006,Films Philos,36608.0
Q3 2006,First Independent Pictures,180477.0
Q3 2006,First Look International,517809.0
Q3 2006,First Run,194079.0
Q3 2006,Focus Features,4489131.0
Q3 2006,Fox Searchlight Pictures,96602015.0
Q3 2006,Freestyle Releasing,370627.0
Q3 2006,Goodbye Cruel Releasing,103509.0
Q3 2006,HB Filmworks,2192.0
Q3 2006,IDP Distribution,652163.0
Q3 2006,IFC Films,1471880.0
Q3 2006,IMAX,34136978.0
Q3 2006,Icarus Films,22300.0
Q3 2006,Indican Pictures,189104.0
Q3 2006,International Film Circuit,200936.0
Q3 2006,Kindred Media Group,17196.0
Q3 2006,Kino International,204294.0
Q3 2006,Koch Lorber Films,545255.0
Q3 2006,Lionsgate,54972010.0
Q3 2006,Magnolia Pictures,907359.0
Q3 2006,Metro-Goldwyn-Mayer (MGM),24540268.0
Q3 2006,Miramax,51565393.0
Q3 2006,New Line Cinema,78565974.0
Q3 2006,New Yorker Films,35824.0
Q3 2006,Palm Pictures,134138.0
Q3 2006,Paramount Pictures,215947947.0
Q3 2006,Quixotic Media,22938.0
Q3 2006,Regent Releasing,3768.0
Q3 2006,Revolution Studios,70634380.0
Q3 2006,Rialto Pictures,25340.0
Q3 2006,Rocky Mountain Pictures,24216.0
Q3 2006,Rogue Pictures,24633730.0
Q3 2006,Roxie Releasing,7506.0
Q3 2006,Screen Gems,23380495.0
Q3 2006,Shadow Distribution,254318.0
Q3 2006,Sony Pictures Classics,31752935.0
Q3 2006,Sony Pictures Releasing,378444829.0
Q3 2006,Strand Releasing,322009.0
Q3 2006,THINKFilm,10949589.0
Q3 2006,TLA Releasing,64393.0
Q3 2006,Tartan,45145.0
Q3 2006,The Cinema Guild,232180.0
Q3 2006,Truly Indie,58638.0
Q3 2006,Twentieth Century Fox,78431439.0
Q3 2006,UTV Motion Pictures,26472.0
Q3 2006,Unico Entertainment,28041.0
Q3 2006,Universal Pictures,210518350.0
Q3 2006,Vitagraph Films,41563.0
Q3 2006,Walt Disney Studios Motion Pictures,690468483.0
Q3 2006,Warner Bros.,113262015.0
Q3 2006,Warner Independent Pictures (WIP),10172260.0
Q3 2006,Wellspring Media,52738.0
Q3 2006,Yari Film Group Releasing,40005465.0
Q3 2006,Zeitgeist Films,46666.0
Q3 2007,600 West Productions,15610.0
Q3 2007,After Dark Films,85410.0
Q3 2007,Alliance Atlantis Vivafilm,1009919.0
Q3 2007,Anchor Bay Films,175281.0
Q3 2007,Artistic License,20157.0
Q3 2007,Cinema Libre Studio,11606.0
Q3 2007,City Lights Pictures,15233.0
Q3 2007,DreamWorks,319246193.0
Q3 2007,Elephant Eye Films,9902.0
Q3 2007,Emerging Pictures,164726.0
Q3 2007,Eros International,2767856.0
Q3 2007,First Independent Pictures,42538.0
Q3 2007,First Look International,268461.0
Q3 2007,First Run,128313.0
Q3 2007,Focus Features,24711657.0
Q3 2007,Fox Searchlight Pictures,93529278.0
Q3 2007,Goodbye Cruel Releasing,103509.0
Q3 2007,Halo8 Releasing,34000.0
Q3 2007,IDP Distribution,10178331.0
Q3 2007,IFC Films,2341546.0
Q3 2007,IMAX,34136978.0
Q3 2007,Icarus Films,65574.0
Q3 2007,Indican Pictures,14495.0
Q3 2007,Kino International,231779.0
Q3 2007,Koch Lorber Films,168065.0
Q3 2007,Lionsgate,125132085.0
Q3 2007,Luminous Velocity Releasing,151114.0
Q3 2007,Magic Lamp,10497.0
Q3 2007,Magnolia Pictures,2664989.0
Q3 2007,Metro-Goldwyn-Mayer (MGM),17581925.0
Q3 2007,Milestone,8217.0
Q3 2007,Miramax,70021094.0
Q3 2007,Mitropoulos Films,3384.0
Q3 2007,New Line Cinema,103888798.0
Q3 2007,New Yorker Films,66220.0
Q3 2007,Palm Pictures,7017.0
Q3 2007,Paramount Pictures,52573270.0
Q3 2007,Paramount Vantage,19187888.0
Q3 2007,Picturehouse,10052644.0
Q3 2007,Regent Releasing,23949.0
Q3 2007,Revolution Studios,37578940.0
Q3 2007,Roadside Attractions,118086.0
Q3 2007,Rogue Pictures,32886940.0
Q3 2007,Screen Gems,51549605.0
Q3 2007,Screen Media Films,8726.0
Q3 2007,Slowhand Cinema Releasing,31954.0
Q3 2007,Sony Pictures Classics,5159901.0
Q3 2007,Sony Pictures Home Entertainment,6000.0
Q3 2007,Sony Pictures Releasing,214067201.0
Q3 2007,Strand Releasing,40132.0
Q3 2007,Success Films,39200.0
Q3 2007,THINKFilm,3655376.0
Q3 2007,The Cinema Guild,233240.0
Q3 2007,The Samuel Goldwyn Company,5434620.0
Q3 2007,The Weinstein Company,6026347.0
Q3 2007,Twentieth Century Fox,192493648.0
Q3 2007,Universal Pictures,443368821.0
Q3 2007,Walt Disney Studios Motion Pictures,188600974.0
Q3 2007,Warner Bros.,434689679.0
Q3 2007,Warner Independent Pictures (WIP),7915207.0
Q3 2007,Xenon Pictures,16791.0
Q3 2007,Yari Film Group Releasing,43041215.0
Q3 2007,Zeitgeist Films,46666.0
Q3 2008,Adlabs Films,176976.0
Q3 2008,Anchor Bay Films,52132.0
Q3 2008,Arenas Entertainment,225067.0
Q3 2008,Balcony Releasing,146215.0
Q3 2008,Cinema Libre Studio,829.0
Q3 2008,City Lights Pictures,13229.0
Q3 2008,Crane Movie Company,719556.0
Q3 2008,Dark Coast Pictures,144680.0
Q3 2008,DreamWorks,225323680.0
Q3 2008,Emerging Pictures,65455.0
Q3 2008,Empire Pictures Inc.,131961.0
Q3 2008,Eros International,163756.0
Q3 2008,Film Movement,112102.0
Q3 2008,First Look International,2269700.0
Q3 2008,First Run,40864.0
Q3 2008,Focus Features,69846545.0
Q3 2008,Fox Searchlight Pictures,14829280.0
Q3 2008,Freestyle Releasing,4078607.0
Q3 2008,IFC Films,717165.0
Q3 2008,IMAX,34136978.0
Q3 2008,Icarus Films,31502.0
Q3 2008,ImaginAsian Pictures,504.0
Q3 2008,Indican Pictures,14495.0
Q3 2008,InterPositive Media,60332.0
Q3 2008,Janus Films,20615.0
Q3 2008,Kino International,4990.0
Q3 2008,Liberation Entertainment,6627.0
Q3 2008,Lionsgate,86163901.0
Q3 2008,MPI Media Group,2616.0
Q3 2008,Magnolia Pictures,4423303.0
Q3 2008,Metro-Goldwyn-Mayer (MGM),32803666.0
Q3 2008,Mile End Films,12306.0
Q3 2008,Milestone,30945.0
Q3 2008,Miramax,6308453.0
Q3 2008,Monterey Media,9972.0
Q3 2008,Music Box Films,6177192.0
Q3 2008,New Yorker Films,25209.0
Q3 2008,Overture Films,65448756.0
Q3 2008,Palm Pictures,30918.0
Q3 2008,Paramount Vantage,33145775.0
Q3 2008,Picturehouse,26902075.0
Q3 2008,Regent Releasing,104657.0
Q3 2008,Roadside Attractions,1925418.0
Q3 2008,Screen Gems,39263506.0
Q3 2008,Screen Media Films,109427.0
Q3 2008,Sidetrack Films,56386.0
Q3 2008,Sony Pictures Classics,5004477.0
Q3 2008,Sony Pictures Releasing,463993836.0
Q3 2008,Strand Releasing,805987.0
Q3 2008,Studio 18,2159376.0
Q3 2008,Summit Entertainment,13804259.0
Q3 2008,THINKFilm,59192.0
Q3 2008,Tentmakers Entertainment,201603.0
Q3 2008,The Cinema Guild,62645.0
Q3 2008,The Samuel Goldwyn Company,37037959.0
Q3 2008,The Weinstein Company,113662.0
Q3 2008,Third Rail Releasing,252504.0
Q3 2008,Truly Indie,158970.0
Q3 2008,Twentieth Century Fox,122506014.0
Q3 2008,UTV Motion Pictures,515718.0
Q3 2008,Universal Pictures,358924374.0
Q3 2008,Vitagraph Films,95102.0
Q3 2008,Vivendi Entertainment,459166.0
Q3 2008,Waldo West Productions,43907.0
Q3 2008,Walt Disney Studios Motion Pictures,114252254.0
Q3 2008,Warner Bros.,780272448.0
Q3 2008,Warner Independent Pictures (WIP),7149865.0
Q3 2008,Zeitgeist Films,486989.0
Q3 2009,Abramorama,40552.0
Q3 2009,Adlabs Films,16273.0
Q3 2009,Anchor Bay Films,311548.0
Q3 2009,Apparition,4444637.0
Q3 2009,Argot Pictures,50437.0
Q3 2009,Balcony Releasing,146215.0
Q3 2009,DreamWorks,101440743.0
Q3 2009,Eleven Arts,107797.0
Q3 2009,Emerging Pictures,54464.0
Q3 2009,Eros International,4225459.0
Q3 2009,First Independent Pictures,458735.0
Q3 2009,First Run,289940.0
Q3 2009,Focus Features,39528672.0
Q3 2009,Fox Searchlight Pictures,34668770.0
Q3 2009,Freestyle Releasing,11620951.0
Q3 2009,IFC Films,1062993.0
Q3 2009,IMAX,34136978.0
Q3 2009,Image Entertainment,149528.0
Q3 2009,Indican Pictures,1024095.0
Q3 2009,International Film Circuit,1241165.0
Q3 2009,Kino International,116041.0
Q3 2009,Lionsgate,72268828.0
Q3 2009,Lorber Films,24306.0
Q3 2009,MSK Productions,27523.0
Q3 2009,Magnolia Pictures,1472762.0
Q3 2009,Maya Entertainment,120372.0
Q3 2009,Metro-Goldwyn-Mayer (MGM),41984112.0
Q3 2009,Miramax,11632910.0
Q3 2009,Mitropoulos Films,25108.0
Q3 2009,Monterey Media,899.0
Q3 2009,Music Box Films,6268076.0
Q3 2009,Mypheduh Films,30070.0
Q3 2009,National Geographic Entertainment,626933.0
Q3 2009,Nocturnal Features,3244.0
Q3 2009,Oscilloscope,100028.0
Q3 2009,Overture Films,25968312.0
Q3 2009,Paladin,69705.0
Q3 2009,Palisades Tartan,21438.0
Q3 2009,Paramount Pictures,258120308.0
Q3 2009,Paramount Vantage,15231061.0
Q3 2009,Regent Releasing,90821.0
Q3 2009,Roadside Attractions,5777181.0
Q3 2009,Screen Media Films,23412.0
Q3 2009,Slowhand Cinema Releasing,62500.0
Q3 2009,Sony Pictures Classics,1794951.0
Q3 2009,Sony Pictures Releasing,307910915.0
Q3 2009,Strand Releasing,408724.0
Q3 2009,Studio 18,325834.0
Q3 2009,Summit Entertainment,30980529.0
Q3 2009,Tentmakers Entertainment,201603.0
Q3 2009,The Cinema Guild,280417.0
Q3 2009,The Film Desk,31413.0
Q3 2009,The Samuel Goldwyn Company,34618938.0
Q3 2009,The Weinstein Company,120540719.0
Q3 2009,Twentieth Century Fox,292796874.0
Q3 2009,UTV Motion Pictures,1549695.0
Q3 2009,Universal Pictures,247494765.0
Q3 2009,Vitagraph Films,476270.0
Q3 2009,Walt Disney Studios Motion Pictures,174181334.0
Q3 2009,Warner Bros.,1134277030.0
Q3 2009,Zeitgeist Films,164133.0
Q3 2010,7-57 Releasing,210625.0
Q3 2010,All Rise Films,13630.0
Q3 2010,Anchor Bay Films,166980.0
Q3 2010,Blue Collar Releasing,352810.0
Q3 2010,Cabin Films,22539.0
Q3 2010,CanZion Films,914200.0
Q3 2010,Cinema Libre Studio,3271.0
Q3 2010,Cinema Purgatorio,8352.0
Q3 2010,Dada Films,11710.0
Q3 2010,DreamWorks,73026337.0
Q3 2010,Eros International,1830453.0
Q3 2010,Film Movement,69821.0
Q3 2010,First Independent Pictures,234422.0
Q3 2010,First Look International,70066.0
Q3 2010,First Run,550454.0
Q3 2010,Five & Two Pictures,2122624.0
Q3 2010,Flicker Alley,24328.0
Q3 2010,Focus Features,56417741.0
Q3 2010,Fox Searchlight Pictures,2434652.0
Q3 2010,Freestyle Releasing,125345.0
Q3 2010,Hannover House,183920.0
Q3 2010,IFC Films,2798366.0
Q3 2010,IMAX,34136978.0
Q3 2010,Indican Pictures,791040.0
Q3 2010,International Film Circuit,1134623.0
Q3 2010,Kino International,181039.0
Q3 2010,Lionsgate,170254284.0
Q3 2010,Lorber Films,239157.0
Q3 2010,Magnolia Pictures,1294183.0
Q3 2010,Milestone,41802.0
Q3 2010,Miramax,27779426.0
Q3 2010,Monterey Media,127564.0
Q3 2010,Mountain Top Releasing,19753.0
Q3 2010,Music Box Films,436328.0
Q3 2010,National Geographic Entertainment,626933.0
Q3 2010,New Yorker Films,245739.0
Q3 2010,Nocturnal Features,53345.0
Q3 2010,Olive Films,19441.0
Q3 2010,Oscilloscope,1019500.0
Q3 2010,Overture Films,541992.0
Q3 2010,Paladin,17921.0
Q3 2010,Paramount Pictures,240056799.0
Q3 2010,Paramount Vantage,7171436.0
Q3 2010,Phase 4 Films,26613.0
Q3 2010,Regent Releasing,55640.0
Q3 2010,Roadside Attractions,4766514.0
Q3 2010,Rogue Pictures,3237343.0
Q3 2010,Screen Gems,176274750.0
Q3 2010,Shadow Distribution,193660.0
Q3 2010,Sony Pictures Classics,19155435.0
Q3 2010,Sony Pictures Releasing,443612337.0
Q3 2010,Strand Releasing,135556.0
Q3 2010,The Cinema Guild,489711.0
Q3 2010,The Film Collaborative,102990.0
Q3 2010,The Film Desk,31413.0
Q3 2010,The Samuel Goldwyn Company,5018163.0
Q3 2010,The Weinstein Company,1460521.0
Q3 2010,The World According to Shorts,37528.0
Q3 2010,Twentieth Century Fox,204612576.0
Q3 2010,UTV Motion Pictures,1403556.0
Q3 2010,Universal Pictures,376813210.0
Q3 2010,Variance Films,266134.0
Q3 2010,Vitagraph Films,33024.0
Q3 2010,Walt Disney Studios Motion Pictures,131301925.0
Q3 2010,Warner Bros.,528302913.0
Q3 2010,Zeitgeist Films,288328.0
Q3 2011,ATO Pictures,655802.0
Q3 2011,Abramorama,471334.0
Q3 2011,Anchor Bay Films,22552.0
Q3 2011,Arc Entertainment,116381.0
Q3 2011,Argot Pictures,21098.0
Q3 2011,Balcony Releasing,55518.0
Q3 2011,Blackrock Films,1532.0
Q3 2011,CJ Entertainment,251200.0
Q3 2011,CanZion Films,914200.0
Q3 2011,Check Entertainment,11100.0
Q3 2011,China Lion Film Distribution,71320.0
Q3 2011,Cinedigm Entertainment Group,2269.0
Q3 2011,Cinema Libre Studio,3709.0
Q3 2011,Cinema Purgatorio,7230.0
Q3 2011,Codeblack Entertainment,7705965.0
Q3 2011,Driving With Our Eyes Shut,23696.0
Q3 2011,Entertainment One,6035.0
Q3 2011,Eros International,4085123.0
Q3 2011,Film Movement,64404.0
Q3 2011,FilmDistrict,59108237.0
Q3 2011,First Run,344607.0
Q3 2011,Flicker Alley,24328.0
Q3 2011,Focus Features,45021319.0
Q3 2011,Fox Searchlight Pictures,2707321.0
Q3 2011,Freestyle Releasing,403876.0
Q3 2011,IFC Films,1265181.0
Q3 2011,IMAX,34136978.0
Q3 2011,Indican Pictures,20163.0
Q3 2011,International Film Circuit,1009931.0
Q3 2011,Kino Lorber,5560.0
Q3 2011,Lionsgate,65801529.0
Q3 2011,Lorber Films,43961.0
Q3 2011,Magnolia Pictures,1291007.0
Q3 2011,Millennium Entertainment,68945.0
Q3 2011,Motion Film Group,145120.0
Q3 2011,Music Box Films,1643095.0
Q3 2011,National Geographic Entertainment,13420.0
Q3 2011,NeoClassics Films,707945.0
Q3 2011,Nocturnal Features,258279.0
Q3 2011,Open Road Films (II),25124966.0
Q3 2011,Oscilloscope,797918.0
Q3 2011,Paladin,100527.0
Q3 2011,Paramount Pictures,176654505.0
Q3 2011,Phase 4 Films,8564.0
Q3 2011,Relativity Media,19415843.0
Q3 2011,Reliance Big Pictures,2836344.0
Q3 2011,Roadside Attractions,1577953.0
Q3 2011,Rocket Releasing,17282.0
Q3 2011,Screen Gems,67151370.0
Q3 2011,Shotown Pictures,40409.0
Q3 2011,Sony Pictures Classics,22765112.0
Q3 2011,Sony Pictures Releasing,338163812.0
Q3 2011,Strand Releasing,49887.0
Q3 2011,Summit Entertainment,35014192.0
Q3 2011,The Cinema Guild,320489.0
Q3 2011,The Film Collaborative,102990.0
Q3 2011,The Film Desk,82317.0
Q3 2011,The Samuel Goldwyn Company,1325193.0
Q3 2011,The Weinstein Company,42171589.0
Q3 2011,The World According to Shorts,37528.0
Q3 2011,Truly Indie,22457.0
Q3 2011,Twentieth Century Fox,225797274.0
Q3 2011,UTV Motion Pictures,1583271.0
Q3 2011,Universal Pictures,445746596.0
Q3 2011,Variance Films,266194.0
Q3 2011,Visio Entertainment,4367448.0
Q3 2011,Walt Disney Studios Motion Pictures,307160784.0
Q3 2011,Warner Bros.,1213871264.0
Q3 2011,Zeitgeist Films,71158.0
Q3 2012,Anchor Bay Films,224357.0
Q3 2012,Arc Entertainment,3488522.0
Q3 2012,Area 23a,22887.0
Q3 2012,Breaking Glass Pictures,3184.0
Q3 2012,CBS Films,11494838.0
Q3 2012,CJ Entertainment,922123.0
Q3 2012,China Lion Film Distribution,276886.0
Q3 2012,Cohen Media Group,1597998.0
Q3 2012,Dada Films,106295.0
Q3 2012,Drafthouse Films,96897.0
Q3 2012,Driving With Our Eyes Shut,23696.0
Q3 2012,Entertainment One,885638.0
Q3 2012,Eros International,1383547.0
Q3 2012,FIP,1216258.0
Q3 2012,Film Movement,42349.0
Q3 2012,FilmDistrict,35061555.0
Q3 2012,First Run,231514.0
Q3 2012,Focus Features,57254800.0
Q3 2012,Fox Searchlight Pictures,2540106.0
Q3 2012,GKIDS,10975.0
Q3 2012,Hannover House,64918.0
Q3 2012,House Lights Media,4000.0
Q3 2012,IFC Films,245816.0
Q3 2012,IMAX,34136978.0
Q3 2012,Icarus Films,2219.0
Q3 2012,Image Entertainment,8824.0
Q3 2012,Indican Pictures,20163.0
Q3 2012,International Film Circuit,1181793.0
Q3 2012,Janus Films,13692.0
Q3 2012,Kenn Viselman Presents,1065907.0
Q3 2012,Kino Lorber,468252.0
Q3 2012,LD Entertainment,1987762.0
Q3 2012,Lionsgate,204154268.0
Q3 2012,Loki Films,382123.0
Q3 2012,MPI Media Group,192025.0
Q3 2012,Magnolia Pictures,3624799.0
Q3 2012,Millennium Entertainment,382570.0
Q3 2012,Music Box Films,506743.0
Q3 2012,Nocturnal Features,280938.0
Q3 2012,Open Road Films (II),54749921.0
Q3 2012,Oscilloscope,3153076.0
Q3 2012,Outsider Films,6000.0
Q3 2012,Paladin,80553.0
Q3 2012,Paramount Pictures,28451684.0
Q3 2012,Pro-Motion Pictures,9004.0
Q3 2012,Relativity Media,31611916.0
Q3 2012,Rialto Pictures,64292.0
Q3 2012,Roadside Attractions,8326678.0
Q3 2012,Rocky Mountain Pictures,37094113.0
Q3 2012,Screen Gems,42345531.0
Q3 2012,Sony Pictures Classics,14977186.0
Q3 2012,Sony Pictures Releasing,628638629.0
Q3 2012,Strand Releasing,58776.0
Q3 2012,The Cinema Guild,338207.0
