season,studio,gross
Q2 1999,Palm Pictures,146154.0
Q2 1999,Paramount Pictures,52037603.0
Q2 1999,Phaedra Cinema,4691.0
Q2 1999,Providence Entertainment,26999.0
Q2 1999,Rialto Pictures,618173.0
Q2 1999,Sony Pictures Classics,24047496.0
Q2 1999,Sony Pictures Releasing,196492140.0
Q2 1999,Strand Releasing,876176.0
Q2 1999,The Samuel Goldwyn Company,1213693.0
Q2 1999,Twentieth Century Fox,431088295.0
Q2 1999,Universal Pictures,335491434.0
Q2 1999,Warner Bros.,115717370.0
Q2 1999,WinStar Cinema,16279.0
Q2 1999,Zeitgeist Films,54351.0
Q2 2000,DreamWorks Distribution,273512563.0
Q2 2000,Eros International,743905.0
Q2 2000,IMAX,41430414.0
Q2 2000,Indican Pictures,760422.0
Q2 2000,Metro-Goldwyn-Mayer (MGM),32722798.0
Q2 2000,Miramax,4477610.0
Q2 2000,New Line Cinema,27459615.0
Q2 2000,Odeon,774469.0
Q2 2000,Paramount Pictures,347079377.0
Q2 2000,Seventh Art Releasing,370102.0
Q2 2000,Sony Pictures Classics,15989063.0
Q2 2000,Sony Pictures Releasing,177291887.0
Q2 2000,Strand Releasing,29874.0
Q2 2000,Trimark Pictures,478053.0
Q2 2000,Twentieth Century Fox,639218732.0
Q2 2000,USA Films,71046.0
Q2 2000,Universal Pictures,145423855.0
Q2 2000,Walt Disney Studios Motion Pictures,504473835.0
Q2 2000,Warner Bros.,200121581.0
Q2 2000,Wellspring Media,337587.0
Q2 2001,Artisan Entertainment,2384700.0
Q2 2001,DreamWorks Distribution,493715932.0
Q2 2001,Eros International,82834.0
Q2 2001,Excel Entertainment,852206.0
Q2 2001,First Look International,236185.0
Q2 2001,Focus Features,842549.0
Q2 2001,Fox Searchlight Pictures,23249649.0
Q2 2001,IFC Films,17929.0
Q2 2001,IMAX,46695094.0
Q2 2001,Indican Pictures,760422.0
Q2 2001,Lionsgate,533479.0
Q2 2001,Lot 47 Films,17131.0
Q2 2001,Metro-Goldwyn-Mayer (MGM),32269834.0
Q2 2001,Miramax,78222321.0
Q2 2001,New Line Cinema,59710748.0
Q2 2001,Paramount Classics,318823.0
Q2 2001,Paramount Pictures,234195509.0
Q2 2001,Rainbow Releasing,1821082.0
Q2 2001,Revolution Studios,57743062.0
Q2 2001,Screen Gems,7288451.0
Q2 2001,Sony Pictures Classics,17996041.0
Q2 2001,Sony Pictures Releasing,102501081.0
Q2 2001,Twentieth Century Fox,184594499.0
Q2 2001,USA Films,6295824.0
Q2 2001,Universal Pictures,360824725.0
Q2 2001,Walt Disney Studios Motion Pictures,304318553.0
Q2 2001,Warner Bros.,221454698.0
Q2 2001,Wellspring Media,363409.0
Q2 2001,WinStar Cinema,1452698.0
Q2 2001,Zeitgeist Films,299497.0
Q2 2002,ArtMattan Productions,4662.0
Q2 2002,Artisan Entertainment,22766894.0
Q2 2002,Artistic License,36780.0
Q2 2002,Boll Films,1500.0
Q2 2002,Cheapo Films,2500.0
Q2 2002,Cowboy Pictures,371932.0
Q2 2002,DreamWorks Distribution,78130870.0
Q2 2002,Empire Pictures Inc.,118831.0
Q2 2002,Fine Line Features,179751.0
Q2 2002,First Look International,314729.0
Q2 2002,First Run,3585.0
Q2 2002,Gabriel Film Group,15900.0
Q2 2002,IDP Distribution,416925.0
Q2 2002,IFC Films,240742368.0
Q2 2002,IMAX,16393385.0
Q2 2002,Icarus Films,43616.0
Q2 2002,Indican Pictures,569245.0
Q2 2002,Innovation Film Group (IFG),41618.0
Q2 2002,Lionsgate,16380831.0
Q2 2002,Lot 47 Films,3772661.0
Q2 2002,MAC Releasing,133122.0
Q2 2002,Magnolia Pictures,1656445.0
Q2 2002,Metro-Goldwyn-Mayer (MGM),47624998.0
Q2 2002,New Line Cinema,13121555.0
Q2 2002,New Yorker Films,1033803.0
Q2 2002,Outrider Pictures,317293.0
Q2 2002,Paramount Classics,1109170.0
Q2 2002,Paramount Pictures,199454486.0
Q2 2002,Peninsula Films,144008.0
Q2 2002,Rainbow Releasing,1821082.0
Q2 2002,Regent Releasing,1006348.0
Q2 2002,Revolution Studios,29760152.0
Q2 2002,Rialto Pictures,336251.0
Q2 2002,Roxie Releasing,17384.0
Q2 2002,Silver Nitrate,2418.0
Q2 2002,Sony Pictures Classics,35665605.0
Q2 2002,Sony Pictures Releasing,597838029.0
Q2 2002,Strand Releasing,218947.0
Q2 2002,Twentieth Century Fox,600372268.0
Q2 2002,Universal Pictures,293183966.0
Q2 2002,Walt Disney Studios Motion Pictures,182838548.0
Q2 2002,Warner Bros.,336629729.0
Q2 2002,Wellspring Media,1384397.0
Q2 2002,Zeitgeist Films,3774.0
Q2 2003,Alliance Atlantis Vivafilm,5330170.0
Q2 2003,Castle Hill Productions,4268.0
Q2 2003,Christal Films,497208.0
Q2 2003,Cowboy Pictures,360823.0
Q2 2003,Eros International,1137235.0
Q2 2003,Film Movement,11000.0
Q2 2003,First Look International,106686.0
Q2 2003,Focus Features,21366.0
Q2 2003,Fox Searchlight Pictures,53738275.0
Q2 2003,IFC Films,240859360.0
Q2 2003,IMAX,109773267.0
Q2 2003,Icarus Films,43616.0
Q2 2003,Indican Pictures,1496769.0
Q2 2003,Innovation Film Group (IFG),49660.0
Q2 2003,Kino International,46562.0
Q2 2003,Lionsgate,743199.0
Q2 2003,Loop Filmworks,11305.0
Q2 2003,Lot 47 Films,3770619.0
Q2 2003,MAC Releasing,160291.0
Q2 2003,Magnolia Pictures,3119113.0
Q2 2003,Menemsha Films,565292.0
Q2 2003,Metro-Goldwyn-Mayer (MGM),30850547.0
Q2 2003,Miramax,2810449.0
Q2 2003,New Line Cinema,53012563.0
Q2 2003,New Yorker Films,969907.0
Q2 2003,Newmarket Films,20956819.0
Q2 2003,Outrider Pictures,3657.0
Q2 2003,Palm Pictures,1026321.0
Q2 2003,Panorama Entertainment,26576.0
Q2 2003,Paramount Classics,2599882.0
Q2 2003,Paramount Pictures,149333563.0
Q2 2003,Pioneer,16234.0
Q2 2003,Rainbow Releasing,1821082.0
Q2 2003,Regent Releasing,1133560.0
Q2 2003,Revolution Studios,270883575.0
Q2 2003,Rialto Pictures,199137.0
Q2 2003,Roxie Releasing,2200276.0
Q2 2003,Running Entertainment,1570.0
Q2 2003,Sony Pictures Classics,44126545.0
Q2 2003,Sony Pictures Releasing,152989647.0
Q2 2003,Sony Pictures Repertory,16000.0
Q2 2003,Spark Media,106774.0
Q2 2003,Strand Releasing,244278.0
Q2 2003,THINKFilm,5728581.0
Q2 2003,TLA Releasing,306567.0
Q2 2003,The Cinema Guild,41745.0
Q2 2003,Twentieth Century Fox,307041706.0
Q2 2003,United Artists,1509138.0
Q2 2003,Universal Pictures,502152149.0
Q2 2003,Video Sound,285394.0
Q2 2003,Walt Disney Studios Motion Pictures,466896877.0
Q2 2003,Warner Bros.,404478811.0
Q2 2003,Wellspring Media,137395.0
Q2 2004,Abramorama,20715.0
Q2 2004,Arab Film Distribution,1714.0
Q2 2004,Arenas Entertainment,8899.0
Q2 2004,Avatar Films,3826.0
Q2 2004,Christal Films,2332825.0
Q2 2004,Cinema Four,4125.0
Q2 2004,Cinema Service,298347.0
Q2 2004,Dada Films,347954.0
Q2 2004,DreamWorks Distribution,532565899.0
Q2 2004,Empire Pictures Inc.,7690.0
Q2 2004,Eros International,504717.0
Q2 2004,First Look International,41392.0
Q2 2004,First Run,439421.0
Q2 2004,Fox Searchlight Pictures,75646037.0
Q2 2004,Hannover House,15217.0
Q2 2004,IDP Distribution,8674990.0
Q2 2004,IFC Films,257664.0
Q2 2004,IMAX,97298095.0
Q2 2004,Icarus Films,43616.0
Q2 2004,Innovation Film Group (IFG),14824.0
Q2 2004,Koch Lorber Films,165845.0
Q2 2004,Lantern Lane Entertainment,87923.0
Q2 2004,Lionsgate,133574522.0
Q2 2004,Magnolia Pictures,2589616.0
Q2 2004,Menemsha Films,565292.0
Q2 2004,Metro-Goldwyn-Mayer (MGM),60628467.0
Q2 2004,Miramax,86504537.0
Q2 2004,New Line Cinema,81001787.0
Q2 2004,Newmarket Films,32736.0
Q2 2004,Norador Productions,82916.0
Q2 2004,Palm Pictures,618728.0
Q2 2004,Paramount Classics,1258110.0
Q2 2004,Paramount Pictures,173719294.0
Q2 2004,Prime Media Pictures,12077.0
Q2 2004,RKO Radio Pictures,25032.0
Q2 2004,Rainbow Releasing,2465029.0
Q2 2004,Regent Releasing,55381.0
Q2 2004,Revolution Studios,116855705.0
Q2 2004,Rialto Pictures,409077.0
Q2 2004,Roxie Releasing,2200276.0
Q2 2004,Screen Gems,12264319.0
Q2 2004,Seventh Art Releasing,110617.0
Q2 2004,Shadow Distribution,499265.0
Q2 2004,Slugger Pictures,294758.0
Q2 2004,Sony Pictures Classics,20955828.0
Q2 2004,Sony Pictures Releasing,444417585.0
Q2 2004,Strand Releasing,155086.0
Q2 2004,THINKFilm,2386044.0
Q2 2004,TLA Releasing,55181.0
Q2 2004,Televisa Cine,4179890.0
Q2 2004,Twentieth Century Fox,468803152.0
Q2 2004,UTV Motion Pictures,753600.0
Q2 2004,Unico Entertainment,200097.0
Q2 2004,United Artists,11139506.0
Q2 2004,Universal Pictures,205200621.0
Q2 2004,Vitagraph Films,3386.0
Q2 2004,Walt Disney Studios Motion Pictures,145739374.0
Q2 2004,Warner Bros.,416241591.0
Q2 2004,Wellspring Media,1052183.0
Q2 2004,Wolfe Releasing,38635.0
Q2 2004,Zeitgeist Films,2230374.0
Q2 2005,Arrival Pictures,222768.0
Q2 2005,Avatar Films,46296.0
Q2 2005,Balcony Releasing,2996.0
Q2 2005,California Newsreel,68249.0
Q2 2005,Castle Hill Productions,4780.0
Q2 2005,Cinema Libre Studio,4337.0
Q2 2005,Dada Films,347954.0
Q2 2005,Dimension Films,111137684.0
Q2 2005,DreamWorks Distribution,193595521.0
Q2 2005,Emerging Pictures,141504.0
Q2 2005,Empire Pictures Inc.,296464.0
Q2 2005,Eros International,3023161.0
Q2 2005,Fine Line Features,354105.0
Q2 2005,First Look International,80858.0
Q2 2005,First Run,219939.0
Q2 2005,Focus Features,1000915.0
Q2 2005,Fox Searchlight Pictures,44522135.0
Q2 2005,Freestyle Releasing,238062.0
Q2 2005,Goodbye Cruel Releasing,65109.0
Q2 2005,IDP Distribution,6886446.0
Q2 2005,IFC Films,640013.0
Q2 2005,IMAX,97298095.0
Q2 2005,Icarus Films,51541.0
Q2 2005,Indican Pictures,515339.0
Q2 2005,Innovation Film Group (IFG),72810.0
Q2 2005,Kino International,353830.0
Q2 2005,Lionsgate,63677995.0
Q2 2005,Magnolia Pictures,2667582.0
Q2 2005,Metro-Goldwyn-Mayer (MGM),65269408.0
Q2 2005,Miramax,1563.0
Q2 2005,New Line Cinema,62445081.0
Q2 2005,New Yorker Films,25583.0
Q2 2005,Newmarket Films,3784.0
Q2 2005,Palm Pictures,15520.0
Q2 2005,Paramount Classics,9267608.0
Q2 2005,Paramount Pictures,473915588.0
Q2 2005,Revolution Studios,26873932.0
Q2 2005,Rialto Pictures,56558.0
Q2 2005,Rogue Pictures,22714006.0
Q2 2005,Shadow Distribution,40739.0
Q2 2005,Sony Pictures Classics,20143065.0
Q2 2005,Sony Pictures Releasing,74586676.0
Q2 2005,Sony Pictures Repertory,20807.0
Q2 2005,Strand Releasing,184892.0
Q2 2005,THINKFilm,436099.0
Q2 2005,TLA Releasing,89998.0
Q2 2005,Tartan,730062.0
Q2 2005,The Cinema Guild,247899.0
Q2 2005,Twentieth Century Fox,655966892.0
Q2 2005,UTV Motion Pictures,964192.0
Q2 2005,United Artists,517262.0
Q2 2005,Universal Pictures,224435883.0
Q2 2005,Vitagraph Films,65827.0
Q2 2005,Walt Disney Studios Motion Pictures,158191261.0
Q2 2005,Warner Bros.,277583197.0
Q2 2005,Warner Independent Pictures (WIP),77625615.0
Q2 2005,Wellspring Media,1056785.0
Q2 2005,Wolfe Releasing,11523.0
Q2 2006,Adlabs Films,1430721.0
Q2 2006,Argot Pictures,3917.0
Q2 2006,Arrival Pictures,222768.0
Q2 2006,Artistic License,2150.0
Q2 2006,Cinema Libre Studio,21542.0
Q2 2006,Delphi Film Foundation,9376.0
Q2 2006,Dog Lover's Symphony,2968.0
Q2 2006,DreamWorks,155019340.0
Q2 2006,Emerging Pictures,141504.0
Q2 2006,Eros International,150198.0
Q2 2006,First Independent Pictures,150142.0
Q2 2006,First Look International,1517390.0
Q2 2006,First Run,70939.0
Q2 2006,Five & Two Pictures,224099.0
Q2 2006,Focus Features,191033.0
Q2 2006,Fox Searchlight Pictures,10215927.0
Q2 2006,Freestyle Releasing,14933865.0
Q2 2006,HP Releasing,9207.0
Q2 2006,IDP Distribution,899532.0
Q2 2006,IFC Films,401099.0
Q2 2006,IMAX,93379882.0
Q2 2006,Icarus Films,43616.0
Q2 2006,Indican Pictures,550228.0
Q2 2006,Kino International,48372.0
Q2 2006,Koch Lorber Films,31008.0
Q2 2006,Leisure Time Features,20523.0
Q2 2006,Lionsgate,94405413.0
Q2 2006,Magnolia Pictures,647720.0
Q2 2006,Miramax,2722186.0
Q2 2006,New Line Cinema,6954521.0
Q2 2006,New Yorker Films,31839.0
Q2 2006,Newport Films,6316.0
Q2 2006,Olive Films,4800.0
Q2 2006,Palm Pictures,316277.0
Q2 2006,Paramount Classics,24285220.0
Q2 2006,Paramount Pictures,214227794.0
Q2 2006,Picturehouse,20342852.0
Q2 2006,RAM Entertainment,617236.0
Q2 2006,Reel Source,53609.0
Q2 2006,Regent Releasing,182330.0
Q2 2006,Revolution Studios,197199387.0
Q2 2006,Rogue Pictures,16571366.0
Q2 2006,Shadow Distribution,40739.0
Q2 2006,Sony Pictures Classics,16437836.0
Q2 2006,Sony Pictures Releasing,336244795.0
Q2 2006,Strand Releasing,295737.0
Q2 2006,THINKFilm,1319046.0
Q2 2006,TLA Releasing,5361.0
Q2 2006,Tartan,211667.0
Q2 2006,The 7th Floor,14756.0
Q2 2006,The Cinema Guild,242663.0
Q2 2006,Truly Indie,149636.0
Q2 2006,Twentieth Century Fox,495555755.0
Q2 2006,UTV Motion Pictures,584701.0
Q2 2006,Universal Pictures,219892970.0
Q2 2006,Walt Disney Studios Motion Pictures,307412786.0
Q2 2006,Warner Bros.,313086120.0
Q2 2006,Warner Independent Pictures (WIP),669625.0
Q2 2007,Alliance Atlantis Vivafilm,3770539.0
Q2 2007,ArtMattan Productions,11756.0
Q2 2007,Chicago Pictures,6881022.0
Q2 2007,City Lights Pictures,458232.0
Q2 2007,DreamWorks,402929636.0
Q2 2007,Eleven Arts,137493.0
Q2 2007,Emerging Pictures,51251.0
Q2 2007,Eros International,1459109.0
Q2 2007,First Independent Pictures,18443.0
Q2 2007,First Look International,896808.0
Q2 2007,First Run,93794.0
Q2 2007,Fox Atomic,28598435.0
Q2 2007,Fox Searchlight Pictures,28856892.0
Q2 2007,Freestyle Releasing,95953.0
Q2 2007,IDP Distribution,393431.0
Q2 2007,IFC Films,81699.0
Q2 2007,IMAX,93379882.0
Q2 2007,Icarus Films,2393.0
Q2 2007,Indican Pictures,59330.0
Q2 2007,International Film Circuit,26721.0
Q2 2007,Janus Films,67351.0
Q2 2007,Kino International,29475.0
Q2 2007,Lionsgate,70486713.0
Q2 2007,Lonely Seal Releasing,3935.0
Q2 2007,Luminous Velocity Releasing,29976.0
Q2 2007,Magnolia Pictures,1588398.0
Q2 2007,Metro-Goldwyn-Mayer (MGM),28721115.0
Q2 2007,Miramax,1292615.0
Q2 2007,Monterey Media,218718.0
Q2 2007,New Line Cinema,37901000.0
Q2 2007,New Yorker Films,145396.0
Q2 2007,Outsider Pictures,86988.0
Q2 2007,Palm Pictures,291361.0
Q2 2007,Paramount Pictures,18211013.0
Q2 2007,Paramount Vantage,10716928.0
Q2 2007,Picturehouse,13258045.0
Q2 2007,Rainbow Releasing,170777.0
Q2 2007,Red Envelope Entertainment,3567.0
Q2 2007,Reel Source,20840.0
Q2 2007,Regent Releasing,177429.0
Q2 2007,Revolution Studios,73653711.0
Q2 2007,Rialto Pictures,823338.0
Q2 2007,Roadside Attractions,40756.0
Q2 2007,Rocky Mountain Pictures,128024.0
Q2 2007,Rogue Pictures,22650000.0
Q2 2007,Screen Gems,19363565.0
Q2 2007,Sky Island Films,1393.0
Q2 2007,Sony Pictures Classics,6968184.0
Q2 2007,Sony Pictures Releasing,395397997.0
Q2 2007,Strand Releasing,69417.0
Q2 2007,THINKFilm,550704.0
Q2 2007,Tartan,209998.0
Q2 2007,Truly Indie,28463.0
Q2 2007,Twentieth Century Fox,290131633.0
Q2 2007,UTV Motion Pictures,150212.0
Q2 2007,Universal Pictures,268334287.0
Q2 2007,Vitagraph Films,227064.0
Q2 2007,Walt Disney Studios Motion Pictures,534970226.0
Q2 2007,Warner Bros.,184705366.0
Q2 2007,Xenon Pictures,25900.0
Q2 2007,Yari Film Group Releasing,4567062.0
Q2 2007,Zeitgeist Films,240239.0
Q2 2008,Abramorama,15728.0
Q2 2008,Anchor Bay Films,23624.0
Q2 2008,Arts Alliance America,4070.0
Q2 2008,Balcony Releasing,40492.0
Q2 2008,Candlelight Media Group,881787.0
Q2 2008,Cinema Libre Studio,63761.0
Q2 2008,DreamWorks,232867435.0
Q2 2008,Eleven Arts,59104.0
Q2 2008,Emerging Pictures,142386.0
Q2 2008,Eros International,3000503.0
Q2 2008,Film Movement,308775.0
Q2 2008,First Independent Pictures,106764.0
Q2 2008,First Look International,64731.0
Q2 2008,First Run,93785.0
Q2 2008,Fox Searchlight Pictures,30359755.0
Q2 2008,Freestyle Releasing,63521.0
Q2 2008,IMAX,93379882.0
Q2 2008,Icarus Films,55189.0
Q2 2008,Indican Pictures,60791.0
Q2 2008,Kino International,290016.0
Q2 2008,Koch Lorber Films,80358.0
Q2 2008,Lafayette Films,10310.0
Q2 2008,Liberation Entertainment,13266.0
Q2 2008,Lionsgate,52075270.0
Q2 2008,MCR Releasing,29796.0
Q2 2008,Magnolia Pictures,951169.0
Q2 2008,Menemsha Films,19300.0
Q2 2008,Metro-Goldwyn-Mayer (MGM),171472.0
Q2 2008,Miramax,10066115.0
Q2 2008,Mitropoulos Films,189024.0
Q2 2008,Monterey Media,35486.0
Q2 2008,Mountain Top Releasing,5383.0
Q2 2008,Music Box Films,382834.0
Q2 2008,Myriad Pictures,29654.0
Q2 2008,Oscilloscope,50804.0
Q2 2008,Overture Films,9427089.0
Q2 2008,Paramount Pictures,667941038.0
Q2 2008,Paramount Vantage,7525058.0
Q2 2008,Picturehouse,33665440.0
Q2 2008,Reel Source,19712.0
Q2 2008,Regent Releasing,152482.0
Q2 2008,Rialto Pictures,81572.0
Q2 2008,Roadside Attractions,3296560.0
Q2 2008,Rocky Mountain Pictures,7720487.0
Q2 2008,Rogue Pictures,52597610.0
Q2 2008,Screen Gems,43869350.0
Q2 2008,Screen Media Films,5149.0
Q2 2008,Slowhand Cinema Releasing,155056.0
Q2 2008,Sony Pictures Classics,3573766.0
Q2 2008,Sony Pictures Releasing,163245038.0
Q2 2008,Strand Releasing,742349.0
Q2 2008,Super Chief Films,250992.0
Q2 2008,THINKFilm,4796016.0
Q2 2008,The Cinema Guild,29439.0
Q2 2008,The Samuel Goldwyn Company,2597604.0
Q2 2008,The Weinstein Company,1252230.0
Q2 2008,Third Rail Releasing,419161.0
Q2 2008,Troma,13804.0
Q2 2008,Truly Indie,114909.0
Q2 2008,Twentieth Century Fox,197198773.0
Q2 2008,Universal Pictures,424356077.0
Q2 2008,Vitagraph Films,10236.0
Q2 2008,Walt Disney Studios Motion Pictures,362877311.0
Q2 2008,Warner Bros.,365020960.0
Q2 2008,Xenon Pictures,69220.0
Q2 2008,Zeitgeist Films,1093557.0
Q2 2009,21st Century Film Production,50090.0
Q2 2009,28 Entertainment,4254.0
Q2 2009,Adlabs Films,24625.0
Q2 2009,American Zoetrope,416591.0
Q2 2009,Anchor Bay Films,107504.0
Q2 2009,Arthouse Films,194721.0
Q2 2009,Cinedigm Entertainment Group,16880.0
Q2 2009,Cinema Libre Studio,10369.0
Q2 2009,DreamWorks,433832028.0
Q2 2009,Eleven Arts,4746.0
Q2 2009,Eros International,271942.0
Q2 2009,First Independent Pictures,102704.0
Q2 2009,First Run,16763.0
Q2 2009,Focus Features,9878634.0
Q2 2009,Fox Searchlight Pictures,8595389.0
Q2 2009,Hannover House,123670.0
Q2 2009,IFC Films,2308824.0
Q2 2009,IMAX,93379882.0
Q2 2009,Indican Pictures,112791.0
Q2 2009,Inspired Life,9811.0
Q2 2009,Kino International,89899.0
Q2 2009,Lionsgate,15331332.0
Q2 2009,Magnolia Pictures,5475677.0
Q2 2009,Maya Entertainment,60904.0
Q2 2009,Miramax,18759682.0
Q2 2009,Monterey Media,17799.0
Q2 2009,Music Box Films,1123907.0
Q2 2009,Nocturnal Features,8128.0
Q2 2009,Oscilloscope,436357.0
Q2 2009,Paramount Pictures,299515497.0
Q2 2009,Regent Releasing,2106735.0
Q2 2009,Rialto Pictures,77033.0
Q2 2009,Roadside Attractions,3052452.0
Q2 2009,Screen Gems,68261644.0
Q2 2009,Shadow Distribution,268623.0
Q2 2009,Sony Pictures Classics,19944512.0
Q2 2009,Sony Pictures Releasing,242165437.0
Q2 2009,Strand Releasing,34115.0
Q2 2009,Sumbadhat Productions,5995.0
Q2 2009,Summit Entertainment,30576614.0
Q2 2009,The Cinema Guild,90084.0
Q2 2009,The Film Desk,49545.0
Q2 2009,The Samuel Goldwyn Company,902411.0
Q2 2009,Truly Indie,7634.0
Q2 2009,Twentieth Century Fox,366408066.0
Q2 2009,Universal Pictures,306712225.0
Q2 2009,Vivendi Entertainment,44782.0
Q2 2009,Walt Disney Studios Motion Pictures,789950912.0
Q2 2009,Warner Bros.,595269621.0
Q2 2009,Zeitgeist Films,93478.0
Q2 2010,Abramorama,348740.0
Q2 2010,Anchor Bay Films,4476437.0
Q2 2010,Apparition,406116.0
Q2 2010,Argot Pictures,84695.0
Q2 2010,CBS Films,37490007.0
Q2 2010,CFI Releasing,116353.0
Q2 2010,Cinema Libre Studio,198600.0
Q2 2010,Cinema Purgatorio,77699.0
Q2 2010,Clay Way Media,15057.0
Q2 2010,DreamWorks,238736787.0
Q2 2010,Eros International,1183658.0
Q2 2010,First Run,150750.0
Q2 2010,Focus Features,7320323.0
Q2 2010,Fox Searchlight Pictures,29009299.0
Q2 2010,Grassroots Films,52296.0
Q2 2010,Hannover House,65082.0
Q2 2010,IFC Films,3587213.0
Q2 2010,IMAX,93379882.0
Q2 2010,Image Entertainment,13722.0
Q2 2010,Indican Pictures,70563.0
Q2 2010,International Film Circuit,146019.0
Q2 2010,Kino International,127160.0
Q2 2010,Lionsgate,155227118.0
Q2 2010,Lorber Films,564498.0
Q2 2010,MAC Releasing,29731.0
Q2 2010,MPI Media Group,13514.0
Q2 2010,Magnolia Pictures,6016295.0
Q2 2010,Mangusta Productions,79387.0
Q2 2010,Music Box Films,884613.0
Q2 2010,Newmarket Films,619423.0
Q2 2010,Oscilloscope,7376.0
Q2 2010,Paladin,114766.0
Q2 2010,Parallel Media,224409.0
Q2 2010,Paramount Pictures,631037457.0
Q2 2010,Phase 4 Films,6783.0
Q2 2010,Reliance Big Pictures,2393995.0
Q2 2010,Rialto Pictures,363031.0
Q2 2010,Roadside Attractions,11158041.0
Q2 2010,Rockstone Releasing,5240.0
Q2 2010,Screen Gems,42739347.0
Q2 2010,Screen Media Films,1556237.0
Q2 2010,Shadow Distribution,273339.0
Q2 2010,Sony Pictures Classics,14822776.0
Q2 2010,Sony Pictures Releasing,338592804.0
Q2 2010,Strand Releasing,177758.0
Q2 2010,Summit Entertainment,390597717.0
Q2 2010,The Cinema Guild,100816.0
Q2 2010,The Film Desk,117712.0
Q2 2010,The Samuel Goldwyn Company,1818681.0
Q2 2010,Truly Indie,32208.0
Q2 2010,Twentieth Century Fox,285922045.0
Q2 2010,UTV Motion Pictures,2362551.0
Q2 2010,Universal Pictures,174769805.0
Q2 2010,Variance Films,11538.0
Q2 2010,Vivendi Entertainment,2848578.0
Q2 2010,Walking Shadows,54645.0
Q2 2010,Walt Disney Studios Motion Pictures,522396410.0
Q2 2010,Warner Bros.,372786310.0
Q2 2010,Zeitgeist Films,33664.0
Q2 2011,Abramorama,523320.0
Q2 2011,Anchor Bay Films,110289.0
Q2 2011,Argot Pictures,29316.0
Q2 2011,Breaking Glass Pictures,968.0
Q2 2011,China Lion Film Distribution,217171.0
Q2 2011,Clay Way Media,15057.0
Q2 2011,Corinth Films,12406.0
Q2 2011,Dada Films,122961.0
Q2 2011,DreamWorks,517639606.0
Q2 2011,Eros International,1258914.0
Q2 2011,FilmDemic,12620.0
Q2 2011,FilmDistrict,54009150.0
Q2 2011,First Run,123403.0
Q2 2011,Focus Features,46050013.0
Q2 2011,Fox Searchlight Pictures,15294752.0
Q2 2011,Freestyle Releasing,19411.0
Q2 2011,Hannover House,386073.0
Q2 2011,IFC Films,7341756.0
Q2 2011,IMAX,93379882.0
Q2 2011,Image Entertainment,117463.0
Q2 2011,Indican Pictures,70563.0
Q2 2011,International Film Circuit,146019.0
Q2 2011,Kino International,228721.0
Q2 2011,Lionsgate,54865435.0
Q2 2011,Lorber Films,89288.0
Q2 2011,Magnolia Pictures,3049499.0
Q2 2011,Maya Entertainment,13826.0
Q2 2011,Monterey Media,31133.0
Q2 2011,Music Box Films,572656.0
Q2 2011,New Yorker Films,32127.0
Q2 2011,Oscilloscope,1039566.0
Q2 2011,Paramount Pictures,308034803.0
Q2 2011,Relativity Media,15013650.0
Q2 2011,Reliance Big Pictures,543646.0
Q2 2011,Rialto Pictures,146120.0
Q2 2011,Roadside Attractions,20945597.0
Q2 2011,Rocky Mountain Pictures,4627375.0
Q2 2011,Rumur Releasing,18000.0
Q2 2011,Screen Gems,29136626.0
Q2 2011,Screen Media Films,182507.0
Q2 2011,Sony Pictures Classics,59896477.0
Q2 2011,Sony Pictures Releasing,100292856.0
Q2 2011,Strand Releasing,149762.0
Q2 2011,Summit Entertainment,57442295.0
Q2 2011,The Cinema Guild,5558.0
Q2 2011,The Film Desk,111490.0
Q2 2011,The Samuel Goldwyn Company,2684974.0
Q2 2011,The Weinstein Company,13955687.0
Q2 2011,Tribeca Film,99000.0
Q2 2011,Twentieth Century Fox,416901941.0
Q2 2011,UTV Motion Pictures,466355.0
Q2 2011,Universal Pictures,508626150.0
Q2 2011,Variance Films,265256.0
Q2 2011,Walt Disney Studios Motion Pictures,453787782.0
Q2 2011,Warner Bros.,471420677.0
Q2 2011,Zeitgeist Films,531391.0
Q2 2012,3D Entertainment,6096582.0
Q2 2012,ATO Pictures,141515.0
Q2 2012,Abramorama,38691.0
Q2 2012,Anchor Bay Films,343266.0
Q2 2012,Arc Entertainment,5672846.0
Q2 2012,CJ Entertainment,70177.0
Q2 2012,China Lion Film Distribution,44788.0
Q2 2012,Cinedigm Entertainment Group,62649.0
Q2 2012,Codeblack Entertainment,1206683.0
Q2 2012,DreamWorks,216391482.0
Q2 2012,Entertainment One,32911.0
Q2 2012,Eros International,3855525.0
Q2 2012,FilmDistrict,18337821.0
Q2 2012,First Run,213122.0
Q2 2012,Focus Features,52591204.0
Q2 2012,Fox Searchlight Pictures,59868405.0
Q2 2012,Freestyle Releasing,100987.0
Q2 2012,GKIDS,309973.0
Q2 2012,GoDigital,14615.0
Q2 2012,IFC Films,6359.0
Q2 2012,IMAX,93379882.0
Q2 2012,Icarus Films,44316.0
Q2 2012,Image Entertainment,18464.0
Q2 2012,Indican Pictures,15875.0
Q2 2012,International Film Circuit,137824.0
Q2 2012,Kino Lorber,422782.0
Q2 2012,Lionsgate,168630214.0
Q2 2012,Long Shot Factory,19767.0
Q2 2012,Lorber Films,36495.0
Q2 2012,Magnolia Pictures,4476070.0
