season,Unnamed: 0,movie,studio,gross,release,time
Q4 1991,208,Fried Green Tomatoes,Universal Pictures,82418501.0,1991-12-27,1991-12-31
Q4 1991,213,Kafka,Miramax,1059071.0,1991-12-04,1991-12-31
Q4 1991,216,Grand Canyon,Twentieth Century Fox,33243020.0,1991-12-27,1991-12-31
Q4 1991,218,Naked Lunch,Twentieth Century Fox,2641357.0,1991-12-27,1991-12-31
Q4 1991,219,Hearts of Darkness: A Filmmaker's Apocalypse,Triton Pictures,1318449.0,1991-11-27,1991-12-31
Q4 1991,221,Until the End of the World,Warner Bros.,829625.0,1991-12-27,1991-12-31
Q4 1991,222,The Inner Circle,Columbia Pictures,93292.0,1991-12-27,1991-12-31
Q4 1991,224,Twenty-One,Triton Pictures,256521.0,1991-10-04,1991-12-31
Q4 1991,225,Life Is Sweet,October Films,1516414.0,1991-10-25,1991-12-31
Q4 1991,226,Hear My Song,Miramax,4313473.0,1991-12-27,1991-12-31
Q4 1991,227,Mindwalk,Triton Pictures,774048.0,1991-10-11,1991-12-31
Q4 1991,229,Screenplay: Antonia and Jane,Miramax,1002078.0,1991-10-11,1991-12-31
Q4 1991,230,Let Him Have It,Fine Line Features,88686.0,1991-12-06,1991-12-31
Q4 1991,231,Paper Mask,Castle Hill Productions,7991.0,1991-11-27,1991-12-31
Q4 1991,234,Rhapsody in August,Orion Classics,516431.0,1991-12-19,1991-12-31
