season,Unnamed: 0,movie,studio,gross,release,time
Q4 1992,288,Screenplay: Antonia and Jane,Miramax,1002078.0,1992-10-11,1992-12-31
Q4 1992,292,Johnny Stecchino,New Line Cinema,626057.0,1992-10-09,1992-12-31
Q4 1992,293,Damage,New Line Cinema,7532911.0,1992-12-25,1992-12-31
Q4 1992,296,Meeting Venus,Warner Bros.,1000348.0,1992-11-15,1992-12-31
Q4 1992,297,In the Soup,Triton Pictures,256249.0,1992-10-23,1992-12-31
Q4 1992,303,Life Is Sweet,October Films,1516414.0,1992-10-25,1992-12-31
Q4 1992,304,Until the End of the World,Warner Bros.,829625.0,1992-12-27,1992-12-31
Q4 1992,305,Close My Eyes,Castle Hill Productions,135893.0,1992-11-08,1992-12-31
Q4 1992,307,Becoming Colette,Castle Hill Productions,272931.0,1992-11-06,1992-12-31
Q4 1992,309,Tous les matins du monde,October Films,3089497.0,1992-11-13,1992-12-31
Q4 1992,311,The Inner Circle,Columbia Pictures,93292.0,1992-12-27,1992-12-31
Q4 1992,313,Passion Fish,Miramax,4814619.0,1992-12-09,1992-12-31
Q4 1992,319,Flirting,The Samuel Goldwyn Company,2415396.0,1992-11-06,1992-12-31
