season,Unnamed: 0,movie,studio,gross,release,time
Q1 1998,879,Everest,MacGillivray Freeman Films,87178599.0,1998-03-06,1998-03-31
Q1 1998,880,Primary Colors,Universal Pictures,39001187.0,1998-03-20,1998-03-31
Q1 1998,892,The Replacement Killers,Sony Pictures Releasing,19204929.0,1998-02-06,1998-03-31
Q1 1998,913,Dangerous Beauty,Warner Bros.,4553271.0,1998-02-20,1998-03-31
Q1 1998,919,Spice World,Sony Pictures Releasing,29342592.0,1998-01-23,1998-03-31
Q1 1998,926,Fallen,Warner Bros.,25232289.0,1998-01-16,1998-03-31
Q1 1998,930,Hard Rain,Paramount Pictures,19870567.0,1998-01-16,1998-03-31
Q1 1998,932,Desperate Measures,Sony Pictures Releasing,13806137.0,1998-01-30,1998-03-31
Q1 1998,934,Deep Rising,Walt Disney Studios Motion Pictures,11203026.0,1998-01-30,1998-03-31
Q1 1998,945,Zero Effect,Sony Pictures Releasing,2087471.0,1998-01-30,1998-03-31
Q1 1998,947,The Gingerbread Man,PolyGram,1677131.0,1998-01-23,1998-03-31
Q1 1998,950,Kurt & Courtney,Roxie Releasing,668228.0,1998-02-27,1998-03-31
Q1 1998,952,Bugs Bunny Film Festival,Warner Bros.,413076.0,1998-02-13,1998-03-31
Q1 1998,962,Chairman of the Board,Trimark Pictures,181233.0,1998-03-13,1998-03-31
Q1 1998,965,Character,Sony Pictures Classics,623983.0,1998-03-27,1998-03-31
Q1 1998,974,Ayn Rand: A Sense of Life,Strand Releasing,205246.0,1998-02-13,1998-03-31
Q1 1998,975,Hurricane Streets,United Artists,375634.0,1998-02-13,1998-03-31
Q1 1998,976,The Real Blonde,Paramount Pictures,83488.0,1998-02-27,1998-03-31
Q1 1998,981,No Looking Back,Gramercy Pictures (I),222099.0,1998-03-27,1998-03-31
Q1 1998,994,The Night Flier,New Line Cinema,125397.0,1998-02-06,1998-03-31
Q1 1998,996,"Niagara, Niagara",Artisan Entertainment,214661.0,1998-03-20,1998-03-31
Q1 1998,997,Mean Streets1998 Re-release,Warner Bros.,32645.0,1998-03-13,1998-03-31
Q1 1998,1000,"I Love You, Don't Touch Me!",Metro-Goldwyn-Mayer (MGM),98973.0,1998-02-20,1998-03-31
Q1 1998,1001,Nil by Mouth,Sony Pictures Classics,266130.0,1998-02-06,1998-03-31
Q1 1998,1006,Playing by Heart,Miramax,3970078.0,1998-01-01,1998-03-31
Q1 1998,1018,"Pretty Village, Pretty Flame",Wellspring Media,211.0,1998-01-16,1998-03-31
Q2 1998,864,Deep Impact,Paramount Pictures,140464664.0,1998-05-08,1998-06-30
Q2 1998,865,Godzilla,Sony Pictures Releasing,136314294.0,1998-05-20,1998-06-30
Q2 1998,871,The X Files,Twentieth Century Fox,83898313.0,1998-06-19,1998-06-30
Q2 1998,886,Paulie,DreamWorks Distribution,26875268.0,1998-04-17,1998-06-30
Q2 1998,901,The Spanish Prisoner,Sony Pictures Classics,9584314.0,1998-04-03,1998-06-30
Q2 1998,902,The Horse Whisperer,Walt Disney Studios Motion Pictures,75383563.0,1998-05-15,1998-06-30
Q2 1998,903,Doctor Dolittle,Twentieth Century Fox,144156605.0,1998-06-26,1998-06-30
Q2 1998,908,Can't Hardly Wait,Sony Pictures Releasing,25605015.0,1998-06-12,1998-06-30
Q2 1998,911,Mulan,Walt Disney Studios Motion Pictures,120620254.0,1998-06-19,1998-06-30
Q2 1998,912,Gone with the Wind1998 Re-release,New Line Cinema,6750112.0,1998-06-26,1998-06-30
Q2 1998,917,Dirty Work,Metro-Goldwyn-Mayer (MGM),10023282.0,1998-06-12,1998-06-30
Q2 1998,918,Bulworth,Twentieth Century Fox,26528185.0,1998-05-15,1998-06-30
Q2 1998,922,Buffalo '66,Lionsgate,2375097.0,1998-06-26,1998-06-30
Q2 1998,924,High Art,October Films,1960216.0,1998-06-12,1998-06-30
Q2 1998,927,The Last Days of Disco,Gramercy Pictures (I),3020601.0,1998-05-29,1998-06-30
Q2 1998,929,Quest for Camelot,Warner Bros.,22510798.0,1998-05-15,1998-06-30
Q2 1998,933,Hav Plenty,Miramax,2284034.0,1998-06-19,1998-06-30
Q2 1998,937,Chinese Box,Trimark Pictures,2178160.0,1998-04-17,1998-06-30
Q2 1998,939,The Butcher Boy,Warner Bros.,1995911.0,1998-04-03,1998-06-30
Q2 1998,941,Henry Fool,Sony Pictures Classics,1338335.0,1998-06-19,1998-06-30
Q2 1998,946,Déjà Vu,Rainbow Releasing,1086181.0,1998-04-24,1998-06-30
Q2 1998,955,"Dancer, Texas Pop. 81",Sony Pictures Releasing,676631.0,1998-05-01,1998-06-30
Q2 1998,957,Suicide Kings,Artisan Entertainment,1740156.0,1998-04-17,1998-06-30
Q2 1998,958,Mr. Jealousy,Lionsgate,301796.0,1998-06-05,1998-06-30
Q2 1998,961,The Land Girls,Gramercy Pictures (I),238497.0,1998-06-12,1998-06-30
Q2 1998,964,Insomnia,First Run,227569.0,1998-05-29,1998-06-30
Q2 1998,966,Beyond Silence,Miramax,181881.0,1998-06-05,1998-06-30
Q2 1998,968,Wild Man Blues,New Line Cinema,533759.0,1998-04-17,1998-06-30
Q2 1998,972,Sour Grapes,Sony Pictures Releasing,123104.0,1998-04-17,1998-06-30
Q2 1998,973,Artemisia,Miramax,356749.0,1998-05-08,1998-06-30
Q2 1998,978,Homegrown,Sony Pictures Releasing,77910.0,1998-04-17,1998-06-30
Q2 1998,984,The Big One,Miramax,720074.0,1998-04-10,1998-06-30
Q2 1998,986,The Beyond,Cowboy Pictures,123843.0,1998-06-12,1998-06-30
Q2 1998,999,TwentyFourSeven,October Films,91805.0,1998-04-15,1998-06-30
Q2 1998,1008,Dream for an Insomniac,Lionsgate,24727.0,1998-06-19,1998-06-30
Q2 1998,1009,The Last of the High Kings,Miramax,7682.0,1998-04-10,1998-06-30
Q2 1998,1012,The Other Side of Sunday,First Look International,4769.0,1998-05-01,1998-06-30
Q2 1998,1014,Dear Jesse,Cowboy Pictures,17744.0,1998-06-26,1998-06-30
Q2 1998,1016,Go Now,Gramercy Pictures (I),25695.0,1998-05-01,1998-06-30
Q3 1998,862,Armageddon,Walt Disney Studios Motion Pictures,201578182.0,1998-07-01,1998-09-30
Q3 1998,863,Saving Private Ryan,DreamWorks Distribution,216540909.0,1998-07-24,1998-09-30
Q3 1998,873,Ever After: A Cinderella Story,Twentieth Century Fox,65705771.0,1998-07-31,1998-09-30
Q3 1998,875,Small Soldiers,DreamWorks Distribution,54682547.0,1998-07-10,1998-09-30
Q3 1998,881,How Stella Got Her Groove Back,Twentieth Century Fox,37672941.0,1998-08-14,1998-09-30
Q3 1998,889,L.A. Confidential,Warner Bros.,64616940.0,1998-09-19,1998-09-30
Q3 1998,897,The Full Monty,Fox Searchlight Pictures,45950122.0,1998-08-15,1998-09-30
Q3 1998,910,Slums of Beverly Hills,Fox Searchlight Pictures,5502773.0,1998-08-14,1998-09-30
Q3 1998,914,Your Friends & Neighbors,Gramercy Pictures (I),4714658.0,1998-08-21,1998-09-30
Q3 1998,916,Lethal Weapon 4,Warner Bros.,130444603.0,1998-07-10,1998-09-30
Q3 1998,935,Air Force One,Sony Pictures Releasing,172956409.0,1998-07-25,1998-09-30
Q3 1998,938,Pi,Artisan Entertainment,3221152.0,1998-07-10,1998-09-30
Q3 1998,940,The Governess,Miramax,3719509.0,1998-07-31,1998-09-30
Q3 1998,942,Touch of Evil1998 Re-release,October Films,2247465.0,1998-09-11,1998-09-30
Q3 1998,949,Hands on a Hardbody: The Documentary,Providence Entertainment,563482.0,1998-07-10,1998-09-30
Q3 1998,953,Without Limits,Warner Bros.,777423.0,1998-09-11,1998-09-30
Q3 1998,954,Firelight,Walt Disney Studios Motion Pictures,785482.0,1998-09-04,1998-09-30
Q3 1998,960,Cube,Trimark Pictures,501818.0,1998-09-11,1998-09-30
Q3 1998,963,Monument Ave.,Lionsgate,333760.0,1998-09-25,1998-09-30
Q3 1998,969,The Nights of Cabiria1998 Re-release,Rialto Pictures,752045.0,1998-07-01,1998-09-30
Q3 1998,977,The Peacemaker,DreamWorks Distribution,41263140.0,1998-09-26,1998-09-30
Q3 1998,980,The Eel,New Yorker Films,418480.0,1998-08-21,1998-09-30
Q3 1998,988,The Brandon Teena Story,Zeitgeist Films,92113.0,1998-09-23,1998-09-30
Q3 1998,995,Behind the Lines,Alliance Atlantis Vivafilm,33131.0,1998-08-14,1998-09-30
Q3 1998,1003,Full Tilt Boogie,Miramax,15313.0,1998-07-31,1998-09-30
Q4 1998,861,Titanic,Paramount Pictures,600788188.0,1998-12-19,1998-12-31
Q4 1998,866,A Bug's Life,Walt Disney Studios Motion Pictures,157505918.0,1998-11-20,1998-12-31
Q4 1998,867,As Good as It Gets,Sony Pictures Releasing,148478011.0,1998-12-23,1998-12-31
Q4 1998,868,Enemy of the State,Walt Disney Studios Motion Pictures,111549836.0,1998-11-20,1998-12-31
Q4 1998,869,Antz,DreamWorks Distribution,90757863.0,1998-10-02,1998-12-31
