season,Unnamed: 0,movie,studio,gross,release,time
Q1 2001,1632,Save the Last Dance,Paramount Pictures,91057006.0,2001-01-12,2001-03-31
Q1 2001,1642,The Mexican,DreamWorks Distribution,66845033.0,2001-03-02,2001-03-31
Q1 2001,1644,Hannibal,Metro-Goldwyn-Mayer (MGM),165092268.0,2001-02-09,2001-03-31
Q1 2001,1646,The Wedding Planner,Sony Pictures Releasing,59471197.0,2001-01-26,2001-03-31
Q1 2001,1665,Recess: School's Out,Walt Disney Studios Motion Pictures,35966339.0,2001-02-16,2001-03-31
Q1 2001,1667,See Spot Run,Warner Bros.,33357476.0,2001-03-02,2001-03-31
Q1 2001,1674,Spy Kids,Miramax,112719001.0,2001-03-30,2001-03-31
Q1 2001,1700,Memento,Newmarket Films,25544867.0,2001-03-16,2001-03-31
Q1 2001,1701,Head Over Heels,Universal Pictures,10424470.0,2001-02-02,2001-03-31
Q1 2001,1716,Enemy at the Gates,Paramount Pictures,51401758.0,2001-03-16,2001-03-31
Q1 2001,1721,Heartbreakers,Metro-Goldwyn-Mayer (MGM),40336607.0,2001-03-23,2001-03-31
Q1 2001,1731,Someone Like You...,Twentieth Century Fox,27343067.0,2001-03-30,2001-03-31
Q1 2001,1736,Exit Wounds,Warner Bros.,51461951.0,2001-03-16,2001-03-31
Q1 2001,1738,The Tailor of Panama,Sony Pictures Releasing,13729742.0,2001-03-30,2001-03-31
Q1 2001,1739,The Brothers,Screen Gems,27419939.0,2001-03-23,2001-03-31
Q1 2001,1750,Himalaya2001 Re-release,Kino International,2487878.0,2001-03-30,2001-03-31
Q1 2001,1763,Tomcats,Revolution Studios,11946739.0,2001-03-30,2001-03-31
Q1 2001,1773,The Dish,Warner Bros.,2552992.0,2001-03-16,2001-03-31
Q1 2001,1774,The Caveman's Valentine,Focus Features,687194.0,2001-03-02,2001-03-31
Q1 2001,1776,Amores Perros,Lionsgate,5408467.0,2001-03-30,2001-03-31
Q1 2001,1777,NSync: Bigger Than Live,IMAX,1785866.0,2001-02-02,2001-03-31
Q1 2001,1779,Wonder Boys,Paramount Pictures,19393557.0,2001-02-23,2001-03-31
Q1 2001,1794,Double Take,Walt Disney Studios Motion Pictures,29831583.0,2001-01-12,2001-03-31
Q1 2001,1796,Fantasia 2000,Walt Disney Studios Motion Pictures,60655420.0,2001-01-01,2001-03-31
Q1 2001,1800,The Circle2001 Re-release,WinStar Cinema,362809.0,2001-03-09,2001-03-31
Q1 2001,1801,The Widow of Saint-Pierre,Lionsgate,2927318.0,2001-03-02,2001-03-31
Q1 2001,1810,Keep the River on Your Right: A Modern Cannibal Tale,IFC Films,373366.0,2001-03-30,2001-03-31
Q1 2001,1811,Sweet November,Warner Bros.,25288103.0,2001-02-16,2001-03-31
Q1 2001,1812,Me You Them,Sony Pictures Classics,323923.0,2001-03-02,2001-03-31
Q1 2001,1820,Nico and Dani,Avatar Films,370562.0,2001-02-02,2001-03-31
Q1 2001,1829,Valentine,Warner Bros.,20384136.0,2001-02-02,2001-03-31
