season,Unnamed: 0,movie,studio,gross,release,time
Q3 1999,1139,For Love of the Game,Universal Pictures,35188640.0,1999-09-17,1999-09-30
Q3 1999,1144,The Blair Witch Project,Artisan Entertainment,140539099.0,1999-07-16,1999-09-30
Q3 1999,1162,Guinevere,Miramax,632283.0,1999-09-24,1999-09-30
Q3 1999,1166,Urban Legend,Sony Pictures Releasing,38072438.0,1999-09-25,1999-09-30
Q3 1999,1174,The Mask of Zorro,Sony Pictures Releasing,94095523.0,1999-07-17,1999-09-30
Q3 1999,1175,Genghis Blues,Roxie Releasing,374550.0,1999-07-01,1999-09-30
Q3 1999,1182,Taal,Eros International,2020532.0,1999-08-13,1999-09-30
Q3 1999,1186,Hindustan Ki Kasam,Eros International,310330.0,1999-07-23,1999-09-30
Q3 1999,1188,Head On,Strand Releasing,379384.0,1999-08-13,1999-09-30
Q3 1999,1189,Lucie Aubrac,USA Films,394079.0,1999-09-17,1999-09-30
Q3 1999,1192,Simon Sez,Independent Artists,292152.0,1999-09-24,1999-09-30
Q3 1999,1194,Dil Kya Kare,Eros International,284856.0,1999-09-24,1999-09-30
Q3 1999,1195,The Wood,Paramount Pictures,25059640.0,1999-07-16,1999-09-30
Q3 1999,1204,Hote Hote Pyar Hogaya,Eros International,214574.0,1999-07-02,1999-09-30
Q3 1999,1224,The Minus Man,Artisan Entertainment,370668.0,1999-09-10,1999-09-30
Q3 1999,1227,Mumford,Walt Disney Studios Motion Pictures,4555459.0,1999-09-24,1999-09-30
Q3 1999,1229,Le Dîner de Cons,Lionsgate,4071548.0,1999-07-09,1999-09-30
Q3 1999,1242,Detroit Rock City,New Line Cinema,4217115.0,1999-08-13,1999-09-30
Q3 1999,1243,Bedrooms and Hallways,First Run,136049.0,1999-09-03,1999-09-30
Q3 1999,1253,Breakfast of Champions,Walt Disney Studios Motion Pictures,178278.0,1999-09-17,1999-09-30
Q3 1999,1261,The Lovers on the Bridge,Miramax,29679.0,1999-07-02,1999-09-30
Q3 1999,1265,Sugar Town,USA Films,178095.0,1999-09-17,1999-09-30
Q3 1999,1267,Ever After: A Cinderella Story,Twentieth Century Fox,65705771.0,1999-07-31,1999-09-30
Q3 1999,1279,On the Ropes,Wellspring Media,46737.0,1999-08-18,1999-09-30
Q3 1999,1289,Speaking in Strings,Seventh Art Releasing,6859.0,1999-09-10,1999-09-30
Q3 1999,1306,Knockin' on Heaven's Door,Phaedra Cinema,5710.0,1999-08-20,1999-09-30
Q4 1999,1021,Toy Story 2,Walt Disney Studios Motion Pictures,242947795.0,1999-11-19,1999-12-31
Q4 1999,1032,Patch Adams,Universal Pictures,135026902.0,1999-12-25,1999-12-31
Q4 1999,1033,Sleepy Hollow,Paramount Pictures,101071502.0,1999-11-19,1999-12-31
Q4 1999,1034,Pokémon: The First Movie - Mewtwo Strikes Back,Warner Bros.,85744662.0,1999-11-10,1999-12-31
Q4 1999,1039,Stuart Little,Sony Pictures Releasing,140035367.0,1999-12-17,1999-12-31
Q4 1999,1041,The Green Mile,Warner Bros.,136801374.0,1999-12-10,1999-12-31
Q4 1999,1042,End of Days,Universal Pictures,66889043.0,1999-11-24,1999-12-31
Q4 1999,1043,Stepmom,Sony Pictures Releasing,91137662.0,1999-12-25,1999-12-31
Q4 1999,1045,You've Got Mail,Warner Bros.,115821495.0,1999-12-18,1999-12-31
Q4 1999,1048,Mighty Joe Young,Walt Disney Studios Motion Pictures,50632037.0,1999-12-25,1999-12-31
Q4 1999,1049,Life Is Beautiful,Miramax,57247384.0,1999-10-23,1999-12-31
Q4 1999,1050,The Bone Collector,Universal Pictures,66518655.0,1999-11-05,1999-12-31
Q4 1999,1051,The Prince of Egypt,DreamWorks Distribution,101413188.0,1999-12-18,1999-12-31
Q4 1999,1052,The World is Not Enough,Metro-Goldwyn-Mayer (MGM),126943684.0,1999-11-19,1999-12-31
Q4 1999,1053,Deuce Bigalow: Male Gigolo,Walt Disney Studios Motion Pictures,65538755.0,1999-12-10,1999-12-31
Q4 1999,1054,House on Haunted Hill,Warner Bros.,40846082.0,1999-10-29,1999-12-31
Q4 1999,1057,The Faculty,Miramax,40283321.0,1999-12-25,1999-12-31
Q4 1999,1058,Any Given Sunday,Warner Bros.,74111130.0,1999-12-22,1999-12-31
Q4 1999,1059,Fight Club,Twentieth Century Fox,37030102.0,1999-10-15,1999-12-31
Q4 1999,1061,Bicentennial Man,Walt Disney Studios Motion Pictures,57553966.0,1999-12-17,1999-12-31
Q4 1999,1065,Random Hearts,Sony Pictures Releasing,31502583.0,1999-10-08,1999-12-31
Q4 1999,1067,A Bug's Life,Walt Disney Studios Motion Pictures,157505918.0,1999-11-20,1999-12-31
Q4 1999,1069,The Story of Us,Universal Pictures,27100031.0,1999-10-15,1999-12-31
Q4 1999,1071,Superstar,Paramount Pictures,30636478.0,1999-10-08,1999-12-31
Q4 1999,1072,T-Rex: Back to the Cretaceous,IMAX,53354743.0,1999-10-23,1999-12-31
Q4 1999,1073,The Talented Mr. Ripley,Paramount Pictures,81298265.0,1999-12-25,1999-12-31
Q4 1999,1075,Waking Ned Devine,Fox Searchlight Pictures,24792251.0,1999-11-20,1999-12-31
Q4 1999,1078,Anna and the King,Twentieth Century Fox,39263420.0,1999-12-17,1999-12-31
Q4 1999,1079,The Best Man,Universal Pictures,34102780.0,1999-10-22,1999-12-31
Q4 1999,1080,Man on the Moon,Universal Pictures,34607430.0,1999-12-22,1999-12-31
Q4 1999,1081,Galaxy Quest,DreamWorks Distribution,71583916.0,1999-12-25,1999-12-31
Q4 1999,1082,The Insider,Walt Disney Studios Motion Pictures,29089912.0,1999-11-05,1999-12-31
Q4 1999,1084,The Bachelor,New Line Cinema,21760240.0,1999-11-05,1999-12-31
Q4 1999,1085,Anywhere But Here,Twentieth Century Fox,18670401.0,1999-11-12,1999-12-31
Q4 1999,1086,Rushmore,Walt Disney Studios Motion Pictures,17105219.0,1999-12-11,1999-12-31
Q4 1999,1087,Dogma,Lionsgate,30652890.0,1999-11-12,1999-12-31
Q4 1999,1089,Elizabeth,Gramercy Pictures (I),30082699.0,1999-11-06,1999-12-31
Q4 1999,1090,A Simple Plan,Paramount Pictures,16316273.0,1999-12-11,1999-12-31
Q4 1999,1091,The Messenger: The Story of Joan of Arc,Sony Pictures Releasing,14276317.0,1999-11-12,1999-12-31
Q4 1999,1096,Three to Tango,Warner Bros.,10570375.0,1999-10-22,1999-12-31
Q4 1999,1097,Music of the Heart,Miramax,14859394.0,1999-10-29,1999-12-31
Q4 1999,1098,Bringing Out the Dead,Paramount Pictures,16797191.0,1999-10-22,1999-12-31
Q4 1999,1099,Three Kings,Warner Bros.,60652036.0,1999-10-01,1999-12-31
Q4 1999,1100,The Red Violin,Lionsgate,10019109.0,1999-11-06,1999-12-31
Q4 1999,1102,"Mystery, Alaska",Walt Disney Studios Motion Pictures,8891623.0,1999-10-01,1999-12-31
Q4 1999,1103,The Omega Code,Providence Entertainment,12614346.0,1999-10-15,1999-12-31
Q4 1999,1104,Being John Malkovich,USA Films,22863596.0,1999-10-29,1999-12-31
Q4 1999,1109,Light It Up,Twentieth Century Fox,5985690.0,1999-11-10,1999-12-31
Q4 1999,1111,Central Station,Sony Pictures Classics,5969553.0,1999-11-20,1999-12-31
Q4 1999,1112,Bats,Destination Films,10155690.0,1999-10-22,1999-12-31
Q4 1999,1114,Gods and Monsters,Lionsgate,6451628.0,1999-11-06,1999-12-31
Q4 1999,1115,Hilary and Jackie,October Films,4912892.0,1999-12-30,1999-12-31
Q4 1999,1117,Little Voice,Miramax,4611784.0,1999-12-04,1999-12-31
Q4 1999,1119,The Adventures of Elmo in Grouchland,Sony Pictures Releasing,11683047.0,1999-10-01,1999-12-31
Q4 1999,1120,Fifty,IMAX,3328240.0,1999-10-29,1999-12-31
Q4 1999,1123,The Cider House Rules,Miramax,57545092.0,1999-12-10,1999-12-31
Q4 1999,1124,Babe: Pig in the City,Universal Pictures,18319860.0,1999-11-25,1999-12-31
Q4 1999,1128,Siegfried & Roy: The Magic Box,IMAX,5231283.0,1999-10-01,1999-12-31
Q4 1999,1130,Antz,DreamWorks Distribution,90757863.0,1999-10-02,1999-12-31
Q4 1999,1132,Mansfield Park,Miramax,4775847.0,1999-11-19,1999-12-31
Q4 1999,1134,Liberty Heights,Warner Bros.,3736868.0,1999-11-19,1999-12-31
Q4 1999,1135,Pleasantville,New Line Cinema,40584421.0,1999-10-23,1999-12-31
Q4 1999,1136,Princess Mononoke,Miramax,2375308.0,1999-10-29,1999-12-31
Q4 1999,1137,Les Boys II,Lionsgate,4162236.0,1999-12-11,1999-12-31
Q4 1999,1138,Drive Me Crazy,Twentieth Century Fox,17845337.0,1999-10-01,1999-12-31
Q4 1999,1141,Meet Joe Black,Universal Pictures,44619100.0,1999-11-13,1999-12-31
Q4 1999,1142,Dancing at Lughnasa,Sony Pictures Classics,2287818.0,1999-11-13,1999-12-31
Q4 1999,1145,"Happy, Texas",Miramax,1955933.0,1999-10-01,1999-12-31
Q4 1999,1146,The End of the Affair,Sony Pictures Releasing,10827816.0,1999-12-03,1999-12-31
Q4 1999,1147,Psycho,Universal Pictures,21485655.0,1999-12-04,1999-12-31
Q4 1999,1148,I Still Know What You Did Last Summer,Sony Pictures Releasing,40002112.0,1999-11-13,1999-12-31
Q4 1999,1149,The Siege,Twentieth Century Fox,40981289.0,1999-11-06,1999-12-31
Q4 1999,1150,Another Day in Paradise,Trimark Pictures,1036818.0,1999-12-30,1999-12-31
Q4 1999,1151,Crazy in Alabama,Sony Pictures Releasing,2005840.0,1999-10-22,1999-12-31
Q4 1999,1156,Galapagos,IMAX,18627957.0,1999-10-29,1999-12-31
Q4 1999,1157,Sweet and Lowdown,Sony Pictures Classics,4197015.0,1999-12-03,1999-12-31
Q4 1999,1158,Tumbleweeds,Fine Line Features,1350248.0,1999-11-26,1999-12-31
Q4 1999,1159,A Civil Action,Walt Disney Studios Motion Pictures,56709981.0,1999-12-25,1999-12-31
Q4 1999,1160,American History X,New Line Cinema,6719864.0,1999-10-30,1999-12-31
Q4 1999,1161,Ringmaster,Artisan Entertainment,9257103.0,1999-11-27,1999-12-31
Q4 1999,1163,Magnolia,New Line Cinema,22455976.0,1999-12-17,1999-12-31
Q4 1999,1165,Cradle Will Rock,Walt Disney Studios Motion Pictures,2903404.0,1999-12-10,1999-12-31
Q4 1999,1169,The Celebration,October Films,1656223.0,1999-10-09,1999-12-31
Q4 1999,1172,Dillagi,Eros International,401245.0,1999-11-19,1999-12-31
Q4 1999,1176,Happiness,Good Machine,2960687.0,1999-10-16,1999-12-31
Q4 1999,1178,American Movie,Sony Pictures Classics,1165795.0,1999-11-05,1999-12-31
Q4 1999,1179,The General,Sony Pictures Classics,1214198.0,1999-12-18,1999-12-31
Q4 1999,1180,Practical Magic,Warner Bros.,46732881.0,1999-10-16,1999-12-31
Q4 1999,1183,The Straight Story,Walt Disney Studios Motion Pictures,6203044.0,1999-10-15,1999-12-31
Q4 1999,1185,"Girl, Interrupted",Sony Pictures Releasing,28912646.0,1999-12-21,1999-12-31
Q4 1999,1187,Vampires,Sony Pictures Releasing,20308772.0,1999-10-30,1999-12-31
Q4 1999,1191,The Limey,Artisan Entertainment,3204663.0,1999-10-08,1999-12-31
Q4 1999,1196,Body Shots,New Line Cinema,752122.0,1999-10-22,1999-12-31
Q4 1999,1199,Living Out Loud,New Line Cinema,12905901.0,1999-10-30,1999-12-31
Q4 1999,1200,The War Zone,Lot 47 Films,254441.0,1999-12-10,1999-12-31
Q4 1999,1203,Bicycle Thieves1998 Re-release,Kino International,334293.0,1999-10-02,1999-12-31
Q4 1999,1205,Belly,Artisan Entertainment,9639390.0,1999-11-06,1999-12-31
Q4 1999,1206,I'll Be Home for Christmas,Walt Disney Studios Motion Pictures,12214338.0,1999-11-13,1999-12-31
Q4 1999,1208,Boys Don't Cry,Fox Searchlight Pictures,11540607.0,1999-10-08,1999-12-31
Q4 1999,1209,Very Bad Things,PolyGram,9898412.0,1999-11-27,1999-12-31
Q4 1999,1210,Mast,Eros International,158928.0,1999-10-15,1999-12-31
Q4 1999,1211,The Hurricane,Universal Pictures,50699241.0,1999-12-29,1999-12-31
Q4 1999,1215,The Wizard of Oz1998 Re-release,Warner Bros.,14836984.0,1999-11-06,1999-12-31
Q4 1999,1218,The Emperor and the Assassin,Sony Pictures Classics,1267239.0,1999-12-15,1999-12-31
Q4 1999,1219,Topsy-Turvy,USA Films,6208548.0,1999-12-15,1999-12-31
Q4 1999,1220,Matroni et moi,Alliance Atlantis Vivafilm,130572.0,1999-10-08,1999-12-31
Q4 1999,1221,Beefcake,Strand Releasing,276259.0,1999-10-15,1999-12-31
Q4 1999,1222,The Hi-Lo Country,Gramercy Pictures (I),166082.0,1999-12-30,1999-12-31
Q4 1999,1223,Angela's Ashes,Paramount Pictures,13042112.0,1999-12-25,1999-12-31
Q4 1999,1230,Beloved,Walt Disney Studios Motion Pictures,22852487.0,1999-10-16,1999-12-31
Q4 1999,1233,Snow Falling on Cedars,Universal Pictures,14417593.0,1999-12-22,1999-12-31
Q4 1999,1234,Train of Life,Paramount Classics,98687.0,1999-11-05,1999-12-31
Q4 1999,1235,Bride of Chucky,Universal Pictures,32400658.0,1999-10-16,1999-12-31
Q4 1999,1236,Rosetta,USA Films,266665.0,1999-11-05,1999-12-31
Q4 1999,1240,Vaastav: The Reality,Eros International,81367.0,1999-10-15,1999-12-31
Q4 1999,1244,Home Fries,Warner Bros.,10123717.0,1999-11-27,1999-12-31
Q4 1999,1247,Titus,Fox Searchlight Pictures,2007290.0,1999-12-25,1999-12-31
Q4 1999,1248,The Swindle,New Yorker Films,250899.0,1999-12-23,1999-12-31
Q4 1999,1255,Dahek: A Burning Passion,Eros International,41284.0,1999-12-17,1999-12-31
Q4 1999,1258,Holy Smoke,Miramax,1765545.0,1999-12-03,1999-12-31
Q4 1999,1259,Beyond the Clouds,Sceneries Distribution,31738.0,1999-12-01,1999-12-31
Q4 1999,1260,Love Is the Devil: Study for a Portrait of Francis Bacon,Strand Releasing,354004.0,1999-10-07,1999-12-31
Q4 1999,1266,42 Up,First Run,300880.0,1999-11-17,1999-12-31
Q4 1999,1268,Onegin,The Samuel Goldwyn Company,206128.0,1999-12-17,1999-12-31
Q4 1999,1270,Beyond the Mat,Lionsgate,2053648.0,1999-10-22,1999-12-31
Q4 1999,1272,A Map of the World,First Look International,544965.0,1999-12-03,1999-12-31
Q4 1999,1277,Diamonds,Miramax,88428.0,1999-12-10,1999-12-31
Q4 1999,1282,The Third Miracle,Sony Pictures Classics,495880.0,1999-12-31,1999-12-31
Q4 1999,1283,Dreaming of Joseph Lees,Fox Searchlight Pictures,12044.0,1999-10-29,1999-12-31
Q4 1999,1285,Agnes Browne,USA Films,148853.0,1999-12-03,1999-12-31
Q4 1999,1286,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",Lionsgate,507941.0,1999-12-29,1999-12-31
Q4 1999,1299,The Theory of Flight,Fine Line Features,73233.0,1999-12-23,1999-12-31
Q4 1999,1300,Fever Pitch,Phaedra Cinema,3736.0,1999-10-15,1999-12-31
Q4 1999,1302,Play It to the Bone,Walt Disney Studios Motion Pictures,8434146.0,1999-12-25,1999-12-31
