season,Unnamed: 0,movie,studio,gross,release,time
Q1 2006,4107,Ice Age: The Meltdown,Twentieth Century Fox,195306682.0,2006-03-31,2006-03-31
Q1 2006,4122,Failure to Launch,Paramount Pictures,88715192.0,2006-03-10,2006-03-31
Q1 2006,4123,Inside Man,Universal Pictures,88513495.0,2006-03-24,2006-03-31
Q1 2006,4125,The Pink Panther,Sony Pictures Releasing,82226474.0,2006-02-10,2006-03-31
Q1 2006,4128,Eight Below,Walt Disney Studios Motion Pictures,79546110.0,2006-02-17,2006-03-31
Q1 2006,4135,V for Vendetta,Warner Bros.,70511035.0,2006-03-17,2006-03-31
Q1 2006,4138,Big Momma's House 2,Twentieth Century Fox,70129222.0,2006-01-27,2006-03-31
Q1 2006,4142,Madea's Family Reunion,Lionsgate,63257940.0,2006-02-24,2006-03-31
Q1 2006,4143,Underworld: Evolution,Screen Gems,62318875.0,2006-01-20,2006-03-31
Q1 2006,4150,Curious George,Universal Pictures,58360760.0,2006-02-10,2006-03-31
Q1 2006,4151,The Shaggy Dog,Walt Disney Studios Motion Pictures,56977022.0,2006-03-10,2006-03-31
Q1 2006,4163,Firewall,Warner Bros.,48751189.0,2006-02-10,2006-03-31
Q1 2006,4164,Date Movie,Twentieth Century Fox,48510383.0,2006-02-17,2006-03-31
Q1 2006,4166,When a Stranger Calls,Screen Gems,47860214.0,2006-02-03,2006-03-31
Q1 2006,4167,Hostel,Lionsgate,47326473.0,2006-01-06,2006-03-31
Q1 2006,4168,Nanny McPhee,Universal Pictures,47144110.0,2006-01-27,2006-03-31
Q1 2006,4172,Glory Road,Walt Disney Studios Motion Pictures,41767205.0,2006-01-13,2006-03-31
Q1 2006,4173,The Hills Have Eyes,Fox Searchlight Pictures,41708206.0,2006-03-10,2006-03-31
Q1 2006,4177,Last Holiday,Paramount Pictures,38399961.0,2006-01-13,2006-03-31
Q1 2006,4180,16 Blocks,Warner Bros.,36895141.0,2006-03-03,2006-03-31
Q1 2006,4190,She's the Man,DreamWorks,33741133.0,2006-03-17,2006-03-31
Q1 2006,4200,Thank You for Smoking,Fox Searchlight Pictures,24772457.0,2006-03-17,2006-03-31
Q1 2006,4211,Stay Alive,Walt Disney Studios Motion Pictures,22398939.0,2006-03-24,2006-03-31
Q1 2006,4212,Deep Sea,Warner Bros.,46403478.0,2006-03-03,2006-03-31
Q1 2006,4214,ATL,Warner Bros.,21170563.0,2006-03-31,2006-03-31
Q1 2006,4223,Aquamarine,Twentieth Century Fox,18568348.0,2006-03-03,2006-03-31
Q1 2006,4224,Ultraviolet,Screen Gems,18535812.0,2006-03-03,2006-03-31
Q1 2006,4229,Annapolis,Walt Disney Studios Motion Pictures,16613087.0,2006-01-27,2006-03-31
Q1 2006,4231,Larry the Cable Guy: Health Inspector,Lionsgate,15680099.0,2006-03-24,2006-03-31
Q1 2006,4234,Tristan & Isolde,Twentieth Century Fox,14711400.0,2006-01-13,2006-03-31
Q1 2006,4240,Freedomland,Revolution Studios,12512886.0,2006-02-17,2006-03-31
Q1 2006,4256,Slither,Universal Pictures,7802450.0,2006-03-31,2006-03-31
Q1 2006,4258,Doogal,The Weinstein Company,7417319.0,2006-02-24,2006-03-31
Q1 2006,4265,Grandma's Boy,Twentieth Century Fox,6082490.0,2006-01-06,2006-03-31
Q1 2006,4266,Basic Instinct 2,Sony Pictures Releasing,5971336.0,2006-03-31,2006-03-31
Q1 2006,4270,Aliens of the Deep,Walt Disney Studios Motion Pictures,8961527.0,2006-01-28,2006-03-31
Q1 2006,4289,Bugs!,SK Films,19062359.0,2006-03-12,2006-03-31
Q1 2006,4293,Rang De Basanti,UTV Motion Pictures,2197694.0,2006-01-27,2006-03-31
Q1 2006,4295,Neil Young: Heart of Gold,Paramount Classics,1904606.0,2006-02-10,2006-03-31
Q1 2006,4299,Final Destination 3,New Line Cinema,53145076.0,2006-02-10,2006-03-31
Q1 2006,4302,Night Watch2005 Re-release,Fox Searchlight Pictures,1478253.0,2006-02-17,2006-03-31
Q1 2006,4303,Why We Fight,Sony Pictures Classics,1439972.0,2006-01-20,2006-03-31
Q1 2006,4310,Tristram Shandy: A Cock and Bull Story,Picturehouse,1253413.0,2006-01-27,2006-03-31
Q1 2006,4331,Looking for Comedy in the Muslim World,Warner Independent Pictures (WIP),888975.0,2006-01-20,2006-03-31
Q1 2006,4338,Ask the Dust,Paramount Classics,743847.0,2006-03-10,2006-03-31
Q1 2006,4339,Sophie Scholl: The Final Days,Zeitgeist Films,680331.0,2006-02-17,2006-03-31
Q1 2006,4341,Imagine Me & You,Fox Searchlight Pictures,669130.0,2006-01-27,2006-03-31
Q1 2006,4342,The Child,Sony Pictures Classics,651941.0,2006-03-24,2006-03-31
Q1 2006,4365,The Second Chance,Triumph Releasing Corporation,463542.0,2006-02-17,2006-03-31
Q1 2006,4369,Don't Come Knocking,Sony Pictures Classics,440793.0,2006-03-17,2006-03-31
Q1 2006,4382,Marilyn Hotchkiss' Ballroom Dancing & Charm School,IDP Distribution,349132.0,2006-03-31,2006-03-31
Q1 2006,4385,The Devil and Daniel Johnston,Sony Pictures Classics,334450.0,2006-03-31,2006-03-31
Q1 2006,4386,Zinda,Eros International,332491.0,2006-01-13,2006-03-31
Q1 2006,4390,Steve Harvey: Don't Trip... He Ain't Through with Me Yet,Freestyle Releasing,319021.0,2006-03-17,2006-03-31
Q1 2006,4395,Taxi No. 9 2 11: Nau Do Gyarah,UTV Motion Pictures,292794.0,2006-02-24,2006-03-31
Q1 2006,4405,A Good Woman,Lionsgate,238609.0,2006-02-03,2006-03-31
Q1 2006,4409,Something New,Focus Features,10617274.0,2006-02-03,2006-03-31
Q1 2006,4417,Dirty,Silver Nitrate,242586.0,2006-01-20,2006-03-31
Q1 2006,4418,Tamara,City Lights Pictures,206871.0,2006-02-03,2006-03-31
Q1 2006,4423,Fateless,THINKFilm,196857.0,2006-01-06,2006-03-31
Q1 2006,4430,2005 Academy Award Nominated Short Films,Magnolia Pictures,157415.0,2006-02-24,2006-03-31
Q1 2006,4431,Lonesome Jim,IFC Films,154187.0,2006-03-24,2006-03-31
Q1 2006,4439,Duck Season2005 Re-release,Warner Independent Pictures (WIP),147551.0,2006-03-10,2006-03-31
Q1 2006,4440,Bubble,Magnolia Pictures,145626.0,2006-01-27,2006-03-31
Q1 2006,4448,What the Bleep!?: Down the Rabbit Hole,IDP Distribution,138913.0,2006-02-03,2006-03-31
Q1 2006,4453,Game 6,Kindred Media Group,129664.0,2006-03-10,2006-03-31
Q1 2006,4454,Unknown White Male,Wellspring Media,126836.0,2006-02-24,2006-03-31
Q1 2006,4456,Awesome; I Fuckin' Shot That!,THINKFilm,125996.0,2006-03-31,2006-03-31
Q1 2006,4469,The Wild Parrots of Telegraph Hill,Shadow Distribution,3057901.0,2006-02-09,2006-03-31
Q1 2006,4470,Winter Passing,Yari Film Group Releasing,107492.0,2006-02-17,2006-03-31
Q1 2006,4472,Being Cyrus,Eros International,100184.0,2006-03-24,2006-03-31
Q1 2006,4476,Summer Storm,Regent Releasing,94749.0,2006-03-17,2006-03-31
Q1 2006,4490,The Fallen Idol,Rialto Pictures,136064.0,2006-02-10,2006-03-31
Q1 2006,4500,Dave Chappelle's Block Party,Rogue Pictures,11350621.0,2006-03-03,2006-03-31
Q1 2006,4508,Find Me Guilty,Yari Film Group Releasing,843550.0,2006-03-17,2006-03-31
Q1 2006,4518,Tibet: A Buddhist Trilogy,Thread Cross Films,47243.0,2006-03-31,2006-03-31
Q1 2006,4519,The Zodiac,THINKFilm,45148.0,2006-03-17,2006-03-31
Q1 2006,4523,Shakespeare Behind Bars,International Film Circuit,46494.0,2006-03-10,2006-03-31
Q1 2006,4526,Rape of the Soul,Slowhand Cinema Releasing,39975.0,2006-03-17,2006-03-31
Q1 2006,4533,Little Jerusalem,Kino International,49428.0,2006-01-27,2006-03-31
Q1 2006,4543,Henri Cartier-Bresson: The Impassioned Eye,Palm Pictures,29710.0,2006-01-13,2006-03-31
Q1 2006,4544,The Heart Is Deceitful Above All Things2006 Re-release,Palm Pictures,29058.0,2006-03-10,2006-03-31
Q1 2006,4545,Don't Tell,Lionsgate,29015.0,2006-03-17,2006-03-31
Q1 2006,4553,Through the Fire,Cinema Libre Studio,25752.0,2006-02-10,2006-03-31
Q1 2006,4557,American Gun,IFC Films,24098.0,2006-03-22,2006-03-31
Q1 2006,4559,Brick,Focus Features,683000.0,2006-03-31,2006-03-31
Q1 2006,4562,Battle in Heaven,Tartan,70353.0,2006-02-17,2006-03-31
Q1 2006,4567,London,IDP Distribution,20361.0,2006-02-10,2006-03-31
Q1 2006,4568,Manderlay,IFC Films,20296.0,2006-01-27,2006-03-31
Q1 2006,4570,State of Fear,Skylight Pictures,20055.0,2006-01-11,2006-03-31
Q1 2006,4574,Iron Island,Kino International,24877.0,2006-03-31,2006-03-31
Q1 2006,4598,Our Brand Is Crisis,Koch Lorber Films,166750.0,2006-03-01,2006-03-31
Q1 2006,4606,Heading South,Shadow Distribution,898468.0,2006-02-03,2006-03-31
Q1 2006,4610,Live Freaky Die Freaky,Wellspring Media,11290.0,2006-01-27,2006-03-31
Q1 2006,4624,Illusion,Slowhand Cinema Releasing,9261.0,2006-02-17,2006-03-31
Q1 2006,4626,Evil,Magnolia Pictures,13119.0,2006-03-10,2006-03-31
Q1 2006,4627,Yang Ban Xi: The 8 Modelworks,Shadow Distribution,20521.0,2006-02-08,2006-03-31
Q1 2006,4629,Forgiving Dr. Mengele,First Run,10002.0,2006-02-24,2006-03-31
Q1 2006,4631,Little Fish,First Look International,8148.0,2006-02-24,2006-03-31
Q1 2006,4651,Pizza,IFC Films,5716.0,2006-01-20,2006-03-31
Q1 2006,4652,Drawing Restraint 9,IFC Films,234743.0,2006-03-29,2006-03-31
Q1 2006,4665,The Tollbooth,Castle Hill Productions,4546.0,2006-02-03,2006-03-31
Q1 2006,4668,Cowboy del Amor,Emerging Pictures,4438.0,2006-02-10,2006-03-31
Q1 2006,4670,A Year Without Love,Strand Releasing,18427.0,2006-02-10,2006-03-31
Q1 2006,4676,Beyond Honor,International Film Circuit,5699.0,2006-03-17,2006-03-31
Q1 2006,4678,Street Fight,Frontier Films,4779.0,2006-02-22,2006-03-31
Q1 2006,4684,Blossoms of Fire,New Yorker Films,3365.0,2006-02-03,2006-03-31
Q1 2006,4687,Film Geek,First Run,17228.0,2006-01-13,2006-03-31
Q1 2006,4699,The Big Question,THINKFilm,2248.0,2006-03-17,2006-03-31
Q1 2006,4701,Workingman's Death,Seventh Art Releasing,2214.0,2006-02-24,2006-03-31
Q1 2006,4705,The Tenants,Rocky Mountain Pictures,2010.0,2006-02-03,2006-03-31
Q1 2006,4708,FAQs,TLA Releasing,1967.0,2006-02-03,2006-03-31
Q1 2006,4709,When the Sea Rises2006 Re-release,New Yorker Films,23222.0,2006-01-13,2006-03-31
Q1 2006,4713,Headspace,Freestyle Releasing,1650.0,2006-02-17,2006-03-31
Q1 2006,4717,Take My Eyes2006 Re-release,New Yorker Films,11922.0,2006-03-17,2006-03-31
Q1 2006,4720,The Ister,Icarus Films,1124.0,2006-02-10,2006-03-31
Q1 2006,4727,April's Shower,Regent Releasing,15976.0,2006-01-13,2006-03-31
Q1 2006,4730,Doing Time for Patsy Cline,Oilrag Productions,831.0,2006-03-03,2006-03-31
Q1 2006,4738,Plagues and Pleasures on the Salton Sea,Tilapia Film,50426.0,2006-02-24,2006-03-31
Q1 2006,4740,Zyzzyx Rd,Regent Releasing,30.0,2006-02-25,2006-03-31
Q1 2006,4745,Trudell,Balcony Releasing,4314.0,2006-02-03,2006-03-31
Q2 2006,4103,Cars,Walt Disney Studios Motion Pictures,244082982.0,2006-06-09,2006-06-30
Q2 2006,4104,X-Men: The Last Stand,Twentieth Century Fox,234337076.0,2006-05-26,2006-06-30
Q2 2006,4105,The Da Vinci Code,Sony Pictures Releasing,217536138.0,2006-05-19,2006-06-30
Q2 2006,4106,Superman Returns,Warner Bros.,200081192.0,2006-06-28,2006-06-30
Q2 2006,4109,Over the Hedge,DreamWorks,155019340.0,2006-05-19,2006-06-30
Q2 2006,4112,Click,Revolution Studios,137355633.0,2006-06-23,2006-06-30
Q2 2006,4113,Mission: Impossible III,Paramount Pictures,134029801.0,2006-05-05,2006-06-30
Q2 2006,4115,The Devil Wears Prada,Twentieth Century Fox,124724787.0,2006-06-30,2006-06-30
Q2 2006,4117,The Break-Up,Universal Pictures,118703275.0,2006-06-02,2006-06-30
Q2 2006,4127,Nacho Libre,Paramount Pictures,80197993.0,2006-06-16,2006-06-30
Q2 2006,4137,RV,Sony Pictures Releasing,71726025.0,2006-04-28,2006-06-30
Q2 2006,4140,The Fast and the Furious: Tokyo Drift,Universal Pictures,62514415.0,2006-06-16,2006-06-30
Q2 2006,4145,Poseidon,Warner Bros.,60674817.0,2006-05-12,2006-06-30
Q2 2006,4146,The Benchwarmers,Revolution Studios,59843754.0,2006-04-07,2006-06-30
Q2 2006,4155,The Omen,Twentieth Century Fox,54539463.0,2006-06-06,2006-06-30
Q2 2006,4159,The Lake House,Warner Bros.,52330111.0,2006-06-16,2006-06-30
Q2 2006,4169,Silent Hill,Sony Pictures Releasing,46982632.0,2006-04-21,2006-06-30
Q2 2006,4183,The Sentinel,Twentieth Century Fox,36262924.0,2006-04-21,2006-06-30
Q2 2006,4185,The Wild,Walt Disney Studios Motion Pictures,35183175.0,2006-04-14,2006-06-30
Q2 2006,4193,United 93,Universal Pictures,31483450.0,2006-04-28,2006-06-30
Q2 2006,4195,Garfield: A Tail of Two Kitties,Twentieth Century Fox,28387844.0,2006-06-16,2006-06-30
Q2 2006,4201,Stick It,Walt Disney Studios Motion Pictures,24656848.0,2006-04-28,2006-06-30
Q2 2006,4204,An Inconvenient Truth,Paramount Classics,24146161.0,2006-05-24,2006-06-30
Q2 2006,4217,A Prairie Home Companion,Picturehouse,20342852.0,2006-06-09,2006-06-30
Q2 2006,4220,Akeelah and the Bee,Lionsgate,18848430.0,2006-04-28,2006-06-30
Q2 2006,4227,Just My Luck,Twentieth Century Fox,17303661.0,2006-05-12,2006-06-30
