season,Unnamed: 0,movie,studio,gross,release,time
Q1 1989,29,Gleaming the Cube,Twentieth Century Fox,2777280.0,1989-01-13,1989-03-31
Q1 1989,30,Heathers,New World Pictures,1108462.0,1989-03-31,1989-03-31
Q1 1989,49,High Hopes,Skouras Pictures,1192322.0,1989-02-24,1989-03-31
Q1 1989,57,Paperhouse,Vestron Pictures,241278.0,1989-02-17,1989-03-31
Q1 1989,63,Crusoe,Island Pictures,315421.0,1989-03-31,1989-03-31
Q1 1989,65,Powwow Highway,Warner Bros.,283747.0,1989-02-24,1989-03-31
Q1 1989,66,Under the Sun of Satan,Alive Films,68765.0,1989-01-20,1989-03-31
Q1 1989,69,Hit List,New Line Cinema,4564.0,1989-03-03,1989-03-31
Q2 1989,0,Batman,Warner Bros.,251188924.0,1989-06-23,1989-06-30
Q2 1989,1,Indiana Jones and the Last Crusade,Paramount Pictures,197171806.0,1989-05-24,1989-06-30
Q2 1989,2,Ghostbusters II,Columbia Pictures,112494738.0,1989-06-16,1989-06-30
Q2 1989,27,Scenes from the Class Struggle in Beverly Hills,Cinecom Pictures,2156471.0,1989-06-02,1989-06-30
Q2 1989,32,Miss Firecracker,Corsair Pictures,1852655.0,1989-04-28,1989-06-30
Q2 1989,34,Fright Night Part 2,New Century,2983784.0,1989-05-19,1989-06-30
Q2 1989,43,Wuthering Heights,The Samuel Goldwyn Company,624643.0,1989-04-07,1989-06-30
Q2 1989,52,Vampire's Kiss,Hemdale,725131.0,1989-06-02,1989-06-30
Q2 1989,71,Checking Out,Warner Bros.,30877.0,1989-04-21,1989-06-30
Q3 1989,3,Parenthood,Universal Pictures,100047830.0,1989-08-02,1989-09-30
Q3 1989,23,A Dry White Season,Metro-Goldwyn-Mayer (MGM),3766879.0,1989-09-20,1989-09-30
Q3 1989,25,In Country,Warner Bros.,3531971.0,1989-09-15,1989-09-30
Q3 1989,28,Vincent: The Life and Death of Vincent Van Gogh,Roxie Releasing,1577480.0,1989-08-19,1989-09-30
Q3 1989,31,Wired,Taurus Entertainment Company,1089000.0,1989-08-25,1989-09-30
Q3 1989,38,Romero,Four Seasons,1316495.0,1989-08-25,1989-09-30
Q3 1989,40,Erik the Viking,Orion Pictures,1932642.0,1989-09-22,1989-09-30
Q3 1989,42,"Distant Voices, Still Lives",Avenue Pictures Productions,688329.0,1989-07-28,1989-09-30
Q3 1989,47,Some Girls,Metro-Goldwyn-Mayer (MGM),401421.0,1989-09-09,1989-09-30
Q3 1989,48,The Music Teacher,Orion Classics,1086894.0,1989-07-07,1989-09-30
Q3 1989,53,Weapons of the Spirit,First Run,232981.0,1989-09-01,1989-09-30
Q3 1989,64,Apartment Zero,Skouras Pictures,1267578.0,1989-09-15,1989-09-30
Q4 1989,4,Back to the Future Part II,Universal Pictures,118450002.0,1989-11-22,1989-12-31
Q4 1989,5,Twins,Universal Pictures,111938388.0,1989-12-09,1989-12-31
Q4 1989,6,National Lampoon's Christmas Vacation,Warner Bros.,71319526.0,1989-12-01,1989-12-31
Q4 1989,7,Harlem Nights,Paramount Pictures,60864870.0,1989-11-17,1989-12-31
Q4 1989,8,The Little Mermaid,Walt Disney Studios Motion Pictures,84355863.0,1989-11-17,1989-12-31
Q4 1989,10,The War of the Roses,Twentieth Century Fox,86888546.0,1989-12-08,1989-12-31
Q4 1989,11,Tango & Cash,Warner Bros.,63408614.0,1989-12-22,1989-12-31
Q4 1989,12,All Dogs Go to Heaven,United Artists,27100027.0,1989-11-17,1989-12-31
Q4 1989,13,Always,Universal Pictures,43858790.0,1989-12-22,1989-12-31
Q4 1989,14,She-Devil,Orion Pictures,15351421.0,1989-12-08,1989-12-31
Q4 1989,15,Blaze,Walt Disney Studios Motion Pictures,19131246.0,1989-12-15,1989-12-31
Q4 1989,16,The Wizard,Universal Pictures,14278900.0,1989-12-15,1989-12-31
Q4 1989,18,We're No Angels,Paramount Pictures,10555348.0,1989-12-15,1989-12-31
Q4 1989,20,Beaches,Walt Disney Studios Motion Pictures,57041866.0,1989-12-23,1989-12-31
Q4 1989,21,Drugstore Cowboy,Avenue Pictures Productions,4729352.0,1989-10-06,1989-12-31
