season,Unnamed: 0,movie,studio,gross,release,time
Q1 2011,7244,Rango,Paramount Pictures,123477607.0,2011-03-04,2011-03-31
Q1 2011,7251,Just Go with It,Sony Pictures Releasing,103028109.0,2011-02-11,2011-03-31
Q1 2011,7255,The Green Hornet,Sony Pictures Releasing,98780042.0,2011-01-14,2011-03-31
Q1 2011,7256,Gnomeo & Juliet,Walt Disney Studios Motion Pictures,99967670.0,2011-02-11,2011-03-31
Q1 2011,7260,Battle Los Angeles,Sony Pictures Releasing,83552429.0,2011-03-11,2011-03-31
Q1 2011,7265,Limitless,Relativity Media,79249455.0,2011-03-18,2011-03-31
Q1 2011,7269,Justin Bieber: Never Say Never,Paramount Pictures,73013910.0,2011-02-11,2011-03-31
Q1 2011,7272,No Strings Attached,Paramount Pictures,70662220.0,2011-01-21,2011-03-31
Q1 2011,7276,Unknown,Warner Bros.,63686397.0,2011-02-18,2011-03-31
Q1 2011,7277,The Adjustment Bureau,Universal Pictures,62495645.0,2011-03-04,2011-03-31
Q1 2011,7280,The Lincoln Lawyer,Lionsgate,58009200.0,2011-03-18,2011-03-31
Q1 2011,7285,I Am Number Four,Walt Disney Studios Motion Pictures,55092830.0,2011-02-18,2011-03-31
Q1 2011,7287,Diary of a Wimpy Kid: Rodrick Rules,Twentieth Century Fox,52682749.0,2011-03-25,2011-03-31
Q1 2011,7292,The Dilemma,Universal Pictures,48475290.0,2011-01-14,2011-03-31
Q1 2011,7294,Hall Pass,Warner Bros.,45060734.0,2011-02-25,2011-03-31
Q1 2011,7305,"Big Mommas: Like Father, Like Son",Twentieth Century Fox,37897605.0,2011-02-18,2011-03-31
Q1 2011,7306,Red Riding Hood,Warner Bros.,37662162.0,2011-03-11,2011-03-31
Q1 2011,7307,Paul,Universal Pictures,37412945.0,2011-03-18,2011-03-31
Q1 2011,7308,The Roommate,Screen Gems,37300107.0,2011-02-04,2011-03-31
Q1 2011,7314,Sucker Punch,Warner Bros.,36392502.0,2011-03-25,2011-03-31
Q1 2011,7322,The Rite,Warner Bros.,33047633.0,2011-01-28,2011-03-31
Q1 2011,7326,The Mechanic,CBS Films,29121498.0,2011-01-28,2011-03-31
Q1 2011,7329,Beastly,CBS Films,27865571.0,2011-03-04,2011-03-31
Q1 2011,7333,Season of the Witch,Relativity Media,24827228.0,2011-01-07,2011-03-31
Q1 2011,7337,Sanctum,Universal Pictures,23209310.0,2011-02-04,2011-03-31
Q1 2011,7344,Mars Needs Moms,Walt Disney Studios Motion Pictures,21193022.0,2011-03-11,2011-03-31
Q1 2011,7347,The Eagle,Focus Features,19490041.0,2011-02-11,2011-03-31
Q1 2011,7368,Jane Eyre,Focus Features,11242660.0,2011-03-11,2011-03-31
Q1 2011,7369,Drive Angry,Summit Entertainment,10721033.0,2011-02-25,2011-03-31
